Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekday,WeekStatus_Weekend,Day_of_week_Friday,Day_of_week_Monday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type
71.24,54.07,0.0,0.03,79.66,100.0,32400,1,0,0,0,0,0,1,0,0,Light_Load
72.5,52.7,0.0,0.03,80.89,100.0,33300,1,0,0,0,0,0,1,0,0,Medium_Load
59.58,42.91,0.0,0.03,81.15,100.0,34200,1,0,0,0,0,0,1,0,0,Medium_Load
52.31,35.14,0.0,0.02,83.01,100.0,35100,1,0,0,0,0,0,1,0,0,Medium_Load
47.45,30.56,0.0,0.02,84.07,100.0,36000,1,0,0,0,0,0,1,0,0,Medium_Load
54.5,35.89,0.0,0.02,83.52,100.0,36900,1,0,0,0,0,0,1,0,0,Maximum_Load
62.24,43.16,0.0,0.03,82.18,100.0,37800,1,0,0,0,0,0,1,0,0,Maximum_Load
54.04,35.24,0.0,0.02,83.76,100.0,38700,1,0,0,0,0,0,1,0,0,Maximum_Load
56.92,38.88,0.0,0.03,82.57,100.0,39600,1,0,0,0,0,0,1,0,0,Maximum_Load
70.78,57.42,0.0,0.03,77.66,100.0,40500,1,0,0,0,0,0,1,0,0,Maximum_Load
88.81,66.49,0.0,0.04,80.05,100.0,41400,1,0,0,0,0,0,1,0,0,Maximum_Load
100.3,77.58,0.0,0.05,79.1,100.0,42300,1,0,0,0,0,0,1,0,0,Maximum_Load
91.44,62.21,0.0,0.04,82.68,100.0,43200,1,0,0,0,0,0,1,0,0,Maximum_Load
7.06,2.88,3.96,0.0,92.59,87.22,44100,1,0,0,0,0,0,1,0,0,Medium_Load
15.55,1.15,5.26,0.01,99.73,94.73,45000,1,0,0,0,0,0,1,0,0,Medium_Load
23.33,2.16,0.5,0.01,99.57,99.98,45900,1,0,0,0,0,0,1,0,0,Medium_Load
26.32,4.64,0.32,0.01,98.48,99.99,46800,1,0,0,0,0,0,1,0,0,Medium_Load
48.64,25.06,0.0,0.02,88.9,100.0,47700,1,0,0,0,0,0,1,0,0,Maximum_Load
67.21,37.04,0.0,0.03,87.58,100.0,48600,1,0,0,0,0,0,1,0,0,Maximum_Load
94.61,41.36,0.0,0.04,91.63,100.0,49500,1,0,0,0,0,0,1,0,0,Maximum_Load
75.28,31.0,0.0,0.03,92.47,100.0,50400,1,0,0,0,0,0,1,0,0,Maximum_Load
71.82,32.18,0.0,0.03,91.26,100.0,51300,1,0,0,0,0,0,1,0,0,Maximum_Load
97.85,37.76,0.0,0.04,93.29,100.0,52200,1,0,0,0,0,0,1,0,0,Maximum_Load
106.27,41.98,0.0,0.05,93.01,100.0,53100,1,0,0,0,0,0,1,0,0,Maximum_Load
83.95,38.52,0.0,0.04,90.89,100.0,54000,1,0,0,0,0,0,1,0,0,Maximum_Load
75.96,30.89,0.0,0.03,92.63,100.0,54900,1,0,0,0,0,0,1,0,0,Maximum_Load
79.38,30.46,0.0,0.04,93.36,100.0,55800,1,0,0,0,0,0,1,0,0,Maximum_Load
83.77,30.85,0.0,0.04,93.84,100.0,56700,1,0,0,0,0,0,1,0,0,Maximum_Load
78.73,29.12,0.0,0.04,93.79,100.0,57600,1,0,0,0,0,0,1,0,0,Maximum_Load
111.42,51.98,0.0,0.05,90.62,100.0,58500,1,0,0,0,0,0,1,0,0,Maximum_Load
85.5,30.46,0.0,0.04,94.2,100.0,59400,1,0,0,0,0,0,1,0,0,Maximum_Load
90.9,33.05,0.0,0.04,93.98,100.0,60300,1,0,0,0,0,0,1,0,0,Maximum_Load
95.76,28.94,0.0,0.04,95.72,100.0,61200,1,0,0,0,0,0,1,0,0,Maximum_Load
70.2,18.58,0.0,0.03,96.67,100.0,62100,1,0,0,0,0,0,1,0,0,Medium_Load
96.55,25.56,0.61,0.04,96.67,100.0,63000,1,0,0,0,0,0,1,0,0,Medium_Load
31.68,0.0,8.32,0.01,100.0,96.72,63900,1,0,0,0,0,0,1,0,0,Medium_Load
31.64,0.0,7.99,0.01,100.0,96.96,64800,1,0,0,0,0,0,1,0,0,Medium_Load
55.76,21.82,1.69,0.03,93.12,99.95,65700,1,0,0,0,0,0,1,0,0,Medium_Load
82.66,40.75,0.0,0.04,89.69,100.0,66600,1,0,0,0,0,0,1,0,0,Medium_Load
99.14,38.23,0.0,0.05,93.3,100.0,67500,1,0,0,0,0,0,1,0,0,Medium_Load
69.8,28.91,0.0,0.03,92.39,100.0,68400,1,0,0,0,0,0,1,0,0,Medium_Load
51.44,20.12,0.0,0.02,93.13,100.0,69300,1,0,0,0,0,0,1,0,0,Medium_Load
66.13,41.98,0.0,0.03,84.43,100.0,70200,1,0,0,0,0,0,1,0,0,Medium_Load
65.7,33.98,0.0,0.03,88.82,100.0,71100,1,0,0,0,0,0,1,0,0,Medium_Load
59.22,35.28,0.0,0.03,85.91,100.0,72000,1,0,0,0,0,0,1,0,0,Medium_Load
52.38,25.78,0.0,0.02,89.72,100.0,72900,1,0,0,0,0,0,1,0,0,Medium_Load
51.98,26.75,0.0,0.02,88.92,100.0,73800,1,0,0,0,0,0,1,0,0,Medium_Load
63.22,33.98,0.0,0.03,88.08,100.0,74700,1,0,0,0,0,0,1,0,0,Medium_Load
47.66,17.39,0.54,0.02,93.94,99.99,75600,1,0,0,0,0,0,1,0,0,Medium_Load
40.61,4.82,0.43,0.02,99.3,99.99,76500,1,0,0,0,0,0,1,0,0,Medium_Load
40.28,4.43,0.07,0.02,99.4,100.0,77400,1,0,0,0,0,0,1,0,0,Medium_Load
35.71,2.3,1.91,0.02,99.79,99.86,78300,1,0,0,0,0,0,1,0,0,Medium_Load
33.48,1.55,3.13,0.02,99.89,99.57,79200,1,0,0,0,0,0,1,0,0,Medium_Load
11.84,0.0,13.07,0.01,100.0,67.14,80100,1,0,0,0,0,0,1,0,0,Medium_Load
3.82,0.0,5.15,0.0,100.0,59.57,81000,1,0,0,0,0,0,1,0,0,Medium_Load
3.6,0.0,5.08,0.0,100.0,57.82,81900,1,0,0,0,0,0,1,0,0,Medium_Load
3.53,0.0,5.04,0.0,100.0,57.37,82800,1,0,0,0,0,0,1,0,0,Medium_Load
4.5,0.0,7.49,0.0,100.0,51.5,83700,1,0,0,0,0,0,1,0,0,Light_Load
3.82,0.0,6.3,0.0,100.0,51.85,84600,1,0,0,0,0,0,1,0,0,Light_Load
3.38,0.0,5.4,0.0,100.0,53.06,85500,1,0,0,0,0,0,1,0,0,Light_Load
3.42,0.0,5.4,0.0,100.0,53.51,0,1,0,0,0,0,0,1,0,0,Light_Load
3.38,0.0,5.26,0.0,100.0,54.06,900,1,0,1,0,0,0,0,0,0,Light_Load
2.84,0.0,4.75,0.0,100.0,51.32,1800,1,0,1,0,0,0,0,0,0,Light_Load
2.81,0.0,4.72,0.0,100.0,51.15,2700,1,0,1,0,0,0,0,0,0,Light_Load
2.77,0.0,4.72,0.0,100.0,50.61,3600,1,0,1,0,0,0,0,0,0,Light_Load
2.88,0.0,4.68,0.0,100.0,52.41,4500,1,0,1,0,0,0,0,0,0,Light_Load
2.88,0.0,4.64,0.0,100.0,52.74,5400,1,0,1,0,0,0,0,0,0,Light_Load
2.84,0.0,4.72,0.0,100.0,51.56,6300,1,0,1,0,0,0,0,0,0,Light_Load
2.88,0.0,4.57,0.0,100.0,53.32,7200,1,0,1,0,0,0,0,0,0,Light_Load
2.81,0.0,4.57,0.0,100.0,52.38,8100,1,0,1,0,0,0,0,0,0,Light_Load
2.84,0.0,4.54,0.0,100.0,53.03,9000,1,0,1,0,0,0,0,0,0,Light_Load
2.88,0.0,4.54,0.0,100.0,53.57,9900,1,0,1,0,0,0,0,0,0,Light_Load
2.84,0.0,4.39,0.0,100.0,54.32,10800,1,0,1,0,0,0,0,0,0,Light_Load
2.92,0.0,4.28,0.0,100.0,56.36,11700,1,0,1,0,0,0,0,0,0,Light_Load
2.92,3.74,1.22,0.0,61.54,92.27,12600,1,0,1,0,0,0,0,0,0,Light_Load
2.81,5.15,0.0,0.0,47.9,100.0,13500,1,0,1,0,0,0,0,0,0,Light_Load
2.74,5.0,0.0,0.0,48.06,100.0,14400,1,0,1,0,0,0,0,0,0,Light_Load
2.77,4.9,0.0,0.0,49.21,100.0,15300,1,0,1,0,0,0,0,0,0,Light_Load
3.28,5.58,0.0,0.0,50.68,100.0,16200,1,0,1,0,0,0,0,0,0,Light_Load
4.21,6.7,0.0,0.0,53.2,100.0,17100,1,0,1,0,0,0,0,0,0,Light_Load
2.81,5.22,0.0,0.0,47.4,100.0,18000,1,0,1,0,0,0,0,0,0,Light_Load
2.77,5.4,0.0,0.0,45.64,100.0,18900,1,0,1,0,0,0,0,0,0,Light_Load
2.77,5.47,0.0,0.0,45.18,100.0,19800,1,0,1,0,0,0,0,0,0,Light_Load
2.77,5.72,0.0,0.0,43.58,100.0,20700,1,0,1,0,0,0,0,0,0,Light_Load
2.81,5.58,0.0,0.0,44.98,100.0,21600,1,0,1,0,0,0,0,0,0,Light_Load
2.81,5.4,0.0,0.0,46.16,100.0,22500,1,0,1,0,0,0,0,0,0,Light_Load
2.81,5.22,0.0,0.0,47.4,100.0,23400,1,0,1,0,0,0,0,0,0,Light_Load
2.7,5.22,0.0,0.0,45.94,100.0,24300,1,0,1,0,0,0,0,0,0,Light_Load
2.74,5.18,0.0,0.0,46.76,100.0,25200,1,0,1,0,0,0,0,0,0,Light_Load
2.7,4.75,0.0,0.0,49.42,100.0,26100,1,0,1,0,0,0,0,0,0,Light_Load
3.2,4.72,0.0,0.0,56.12,100.0,27000,1,0,1,0,0,0,0,0,0,Light_Load
3.24,4.32,0.0,0.0,60.0,100.0,27900,1,0,1,0,0,0,0,0,0,Light_Load
3.78,5.4,0.0,0.0,57.35,100.0,28800,1,0,1,0,0,0,0,0,0,Light_Load
31.57,32.4,0.0,0.01,69.79,100.0,29700,1,0,1,0,0,0,0,0,0,Light_Load
47.88,50.26,0.0,0.02,68.98,100.0,30600,1,0,1,0,0,0,0,0,0,Light_Load
51.52,52.7,0.0,0.02,69.91,100.0,31500,1,0,1,0,0,0,0,0,0,Light_Load
64.3,50.18,0.0,0.03,78.83,100.0,32400,1,0,1,0,0,0,0,0,0,Light_Load
59.44,40.1,0.0,0.03,82.9,100.0,33300,1,0,1,0,0,0,0,0,0,Medium_Load
57.71,40.57,0.0,0.03,81.81,100.0,34200,1,0,1,0,0,0,0,0,0,Medium_Load
52.7,36.18,0.0,0.02,82.44,100.0,35100,1,0,1,0,0,0,0,0,0,Medium_Load
53.5,37.48,0.0,0.02,81.9,100.0,36000,1,0,1,0,0,0,0,0,0,Medium_Load
47.12,31.46,0.0,0.02,83.17,100.0,36900,1,0,1,0,0,0,0,0,0,Maximum_Load
63.58,41.44,0.0,0.03,83.78,100.0,37800,1,0,1,0,0,0,0,0,0,Maximum_Load
54.65,35.78,0.0,0.03,83.66,100.0,38700,1,0,1,0,0,0,0,0,0,Maximum_Load
61.38,42.41,0.0,0.03,82.27,100.0,39600,1,0,1,0,0,0,0,0,0,Maximum_Load
61.7,57.17,0.0,0.03,73.35,100.0,40500,1,0,1,0,0,0,0,0,0,Maximum_Load
63.83,61.78,0.0,0.03,71.86,100.0,41400,1,0,1,0,0,0,0,0,0,Maximum_Load
60.3,57.85,0.0,0.03,72.16,100.0,42300,1,0,1,0,0,0,0,0,0,Maximum_Load
57.38,57.17,0.0,0.03,70.84,100.0,43200,1,0,1,0,0,0,0,0,0,Maximum_Load
6.88,3.89,6.08,0.0,87.05,74.93,44100,1,0,1,0,0,0,0,0,0,Medium_Load
5.33,0.0,11.45,0.0,100.0,42.2,45000,1,0,1,0,0,0,0,0,0,Medium_Load
4.39,0.0,7.7,0.0,100.0,49.53,45900,1,0,1,0,0,0,0,0,0,Medium_Load
4.28,0.0,7.96,0.0,100.0,47.36,46800,1,0,1,0,0,0,0,0,0,Medium_Load
30.38,17.89,2.52,0.01,86.17,99.66,47700,1,0,1,0,0,0,0,0,0,Maximum_Load
61.34,46.94,0.0,0.03,79.42,100.0,48600,1,0,1,0,0,0,0,0,0,Maximum_Load
61.49,49.43,0.0,0.03,77.94,100.0,49500,1,0,1,0,0,0,0,0,0,Maximum_Load
59.33,50.08,0.0,0.03,76.42,100.0,50400,1,0,1,0,0,0,0,0,0,Maximum_Load
50.65,26.32,0.0,0.02,88.73,100.0,51300,1,0,1,0,0,0,0,0,0,Maximum_Load
54.43,26.1,0.0,0.02,90.17,100.0,52200,1,0,1,0,0,0,0,0,0,Maximum_Load
60.01,34.67,0.0,0.03,86.59,100.0,53100,1,0,1,0,0,0,0,0,0,Maximum_Load
58.0,31.54,0.0,0.03,87.85,100.0,54000,1,0,1,0,0,0,0,0,0,Maximum_Load
62.71,35.21,0.0,0.03,87.2,100.0,54900,1,0,1,0,0,0,0,0,0,Maximum_Load
64.58,37.19,0.0,0.03,86.66,100.0,55800,1,0,1,0,0,0,0,0,0,Maximum_Load
64.51,37.48,0.0,0.03,86.47,100.0,56700,1,0,1,0,0,0,0,0,0,Maximum_Load
63.94,35.64,0.0,0.03,87.35,100.0,57600,1,0,1,0,0,0,0,0,0,Maximum_Load
60.91,32.18,0.0,0.03,88.42,100.0,58500,1,0,1,0,0,0,0,0,0,Maximum_Load
68.18,30.1,0.0,0.03,91.48,100.0,59400,1,0,1,0,0,0,0,0,0,Maximum_Load
99.18,44.32,0.0,0.05,91.3,100.0,60300,1,0,1,0,0,0,0,0,0,Maximum_Load
99.04,46.76,0.0,0.05,90.43,100.0,61200,1,0,1,0,0,0,0,0,0,Maximum_Load
68.26,41.72,0.0,0.03,85.33,100.0,62100,1,0,1,0,0,0,0,0,0,Medium_Load
59.51,34.7,0.0,0.03,86.39,100.0,63000,1,0,1,0,0,0,0,0,0,Medium_Load
31.28,0.58,5.9,0.01,99.98,98.27,63900,1,0,1,0,0,0,0,0,0,Medium_Load
31.21,0.0,6.77,0.01,100.0,97.73,64800,1,0,1,0,0,0,0,0,0,Medium_Load
42.01,19.73,1.44,0.02,90.51,99.94,65700,1,0,1,0,0,0,0,0,0,Medium_Load
52.34,41.18,0.0,0.02,78.59,100.0,66600,1,0,1,0,0,0,0,0,0,Medium_Load
43.42,20.81,0.0,0.02,90.18,100.0,67500,1,0,1,0,0,0,0,0,0,Medium_Load
82.66,27.58,0.0,0.04,94.86,100.0,68400,1,0,1,0,0,0,0,0,0,Medium_Load
102.35,34.7,0.0,0.05,94.71,100.0,69300,1,0,1,0,0,0,0,0,0,Medium_Load
66.02,19.33,0.0,0.03,95.97,100.0,70200,1,0,1,0,0,0,0,0,0,Medium_Load
82.08,27.04,0.0,0.04,94.98,100.0,71100,1,0,1,0,0,0,0,0,0,Medium_Load
97.67,36.11,0.0,0.04,93.79,100.0,72000,1,0,1,0,0,0,0,0,0,Medium_Load
72.86,23.54,0.0,0.03,95.16,100.0,72900,1,0,1,0,0,0,0,0,0,Medium_Load
67.82,26.68,0.0,0.03,93.06,100.0,73800,1,0,1,0,0,0,0,0,0,Medium_Load
44.68,11.59,0.0,0.02,96.8,100.0,74700,1,0,1,0,0,0,0,0,0,Medium_Load
28.48,3.71,6.7,0.01,99.16,97.34,75600,1,0,1,0,0,0,0,0,0,Medium_Load
6.19,0.0,22.64,0.0,100.0,26.37,76500,1,0,1,0,0,0,0,0,0,Medium_Load
4.46,0.0,16.56,0.0,100.0,26.01,77400,1,0,1,0,0,0,0,0,0,Medium_Load
3.92,0.0,16.56,0.0,100.0,23.03,78300,1,0,1,0,0,0,0,0,0,Medium_Load
3.92,0.0,16.38,0.0,100.0,23.27,79200,1,0,1,0,0,0,0,0,0,Medium_Load
3.96,0.0,13.68,0.0,100.0,27.81,80100,1,0,1,0,0,0,0,0,0,Medium_Load
3.78,0.0,4.03,0.0,100.0,68.41,81000,1,0,1,0,0,0,0,0,0,Medium_Load
3.6,0.0,3.89,0.0,100.0,67.92,81900,1,0,1,0,0,0,0,0,0,Medium_Load
3.17,0.0,3.71,0.0,100.0,64.96,82800,1,0,1,0,0,0,0,0,0,Medium_Load
3.1,0.0,4.1,0.0,100.0,60.31,83700,1,0,1,0,0,0,0,0,0,Light_Load
3.1,0.0,4.28,0.0,100.0,58.66,84600,1,0,1,0,0,0,0,0,0,Light_Load
3.1,0.0,4.32,0.0,100.0,58.3,85500,1,0,1,0,0,0,0,0,0,Light_Load
3.6,0.0,4.64,0.0,100.0,61.3,0,1,0,1,0,0,0,0,0,0,Light_Load
3.13,0.0,4.79,0.0,100.0,54.7,900,0,1,0,0,1,0,0,0,0,Light_Load
2.99,0.0,4.82,0.0,100.0,52.71,1800,0,1,0,0,1,0,0,0,0,Light_Load
3.06,0.0,4.72,0.0,100.0,54.4,2700,0,1,0,0,1,0,0,0,0,Light_Load
3.06,0.0,4.61,0.0,100.0,55.3,3600,0,1,0,0,1,0,0,0,0,Light_Load
3.02,0.0,4.68,0.0,100.0,54.22,4500,0,1,0,0,1,0,0,0,0,Light_Load
3.02,0.0,4.57,0.0,100.0,55.13,5400,0,1,0,0,1,0,0,0,0,Light_Load
2.99,0.0,4.68,0.0,100.0,53.84,6300,0,1,0,0,1,0,0,0,0,Light_Load
3.24,0.0,4.54,0.0,100.0,58.09,7200,0,1,0,0,1,0,0,0,0,Light_Load
3.24,0.0,4.43,0.0,100.0,59.03,8100,0,1,0,0,1,0,0,0,0,Light_Load
3.64,0.0,4.5,0.0,100.0,62.89,9000,0,1,0,0,1,0,0,0,0,Light_Load
3.78,0.0,4.46,0.0,100.0,64.66,9900,0,1,0,0,1,0,0,0,0,Light_Load
3.35,0.0,4.25,0.0,100.0,61.9,10800,0,1,0,0,1,0,0,0,0,Light_Load
3.38,0.0,4.14,0.0,100.0,63.24,11700,0,1,0,0,1,0,0,0,0,Light_Load
3.28,3.78,1.22,0.0,65.54,93.73,12600,0,1,0,0,1,0,0,0,0,Light_Load
3.35,5.4,0.0,0.0,52.72,100.0,13500,0,1,0,0,1,0,0,0,0,Light_Load
3.28,5.51,0.0,0.0,51.15,100.0,14400,0,1,0,0,1,0,0,0,0,Light_Load
3.24,5.36,0.0,0.0,51.73,100.0,15300,0,1,0,0,1,0,0,0,0,Light_Load
3.31,5.44,0.0,0.0,51.98,100.0,16200,0,1,0,0,1,0,0,0,0,Light_Load
3.28,5.44,0.0,0.0,51.63,100.0,17100,0,1,0,0,1,0,0,0,0,Light_Load
3.28,5.51,0.0,0.0,51.15,100.0,18000,0,1,0,0,1,0,0,0,0,Light_Load
3.35,5.72,0.0,0.0,50.54,100.0,18900,0,1,0,0,1,0,0,0,0,Light_Load
3.24,5.87,0.0,0.0,48.32,100.0,19800,0,1,0,0,1,0,0,0,0,Light_Load
3.71,6.01,0.0,0.0,52.53,100.0,20700,0,1,0,0,1,0,0,0,0,Light_Load
3.64,5.98,0.0,0.0,51.99,100.0,21600,0,1,0,0,1,0,0,0,0,Light_Load
3.24,5.69,0.0,0.0,49.48,100.0,22500,0,1,0,0,1,0,0,0,0,Light_Load
3.31,5.72,0.0,0.0,50.09,100.0,23400,0,1,0,0,1,0,0,0,0,Light_Load
3.24,5.72,0.0,0.0,49.29,100.0,24300,0,1,0,0,1,0,0,0,0,Light_Load
3.28,5.76,0.0,0.0,49.48,100.0,25200,0,1,0,0,1,0,0,0,0,Light_Load
3.28,5.69,0.0,0.0,49.94,100.0,26100,0,1,0,0,1,0,0,0,0,Light_Load
3.46,5.15,0.0,0.0,55.77,100.0,27000,0,1,0,0,1,0,0,0,0,Light_Load
4.07,5.15,0.0,0.0,62.0,100.0,27900,0,1,0,0,1,0,0,0,0,Light_Load
3.78,5.51,0.0,0.0,56.57,100.0,28800,0,1,0,0,1,0,0,0,0,Light_Load
24.23,25.2,0.0,0.01,69.31,100.0,29700,0,1,0,0,1,0,0,0,0,Light_Load
40.39,39.2,0.0,0.02,71.76,100.0,30600,0,1,0,0,1,0,0,0,0,Light_Load
32.69,31.93,0.0,0.01,71.54,100.0,31500,0,1,0,0,1,0,0,0,0,Light_Load
33.55,17.24,0.0,0.02,88.94,100.0,32400,0,1,0,0,1,0,0,0,0,Light_Load
44.42,23.62,0.0,0.02,88.29,100.0,33300,0,1,0,0,1,0,0,0,0,Medium_Load
45.14,24.7,0.0,0.02,87.73,100.0,34200,0,1,0,0,1,0,0,0,0,Medium_Load
43.49,23.87,0.0,0.02,87.66,100.0,35100,0,1,0,0,1,0,0,0,0,Medium_Load
43.74,23.08,0.0,0.02,88.44,100.0,36000,0,1,0,0,1,0,0,0,0,Medium_Load
42.12,21.56,0.0,0.02,89.02,100.0,36900,0,1,0,0,1,0,0,0,0,Maximum_Load
45.54,24.73,0.0,0.02,87.88,100.0,37800,0,1,0,0,1,0,0,0,0,Maximum_Load
44.64,23.94,0.0,0.02,88.13,100.0,38700,0,1,0,0,1,0,0,0,0,Maximum_Load
43.67,22.75,0.0,0.02,88.69,100.0,39600,0,1,0,0,1,0,0,0,0,Maximum_Load
44.93,35.82,0.0,0.02,78.19,100.0,40500,0,1,0,0,1,0,0,0,0,Maximum_Load
45.14,40.86,0.0,0.02,74.14,100.0,41400,0,1,0,0,1,0,0,0,0,Maximum_Load
32.9,32.72,0.0,0.02,70.9,100.0,42300,0,1,0,0,1,0,0,0,0,Maximum_Load
10.87,9.9,0.0,0.0,73.93,100.0,43200,0,1,0,0,1,0,0,0,0,Maximum_Load
4.25,2.09,3.74,0.0,89.74,75.07,44100,0,1,0,0,1,0,0,0,0,Medium_Load
4.28,0.0,7.45,0.0,100.0,49.81,45000,0,1,0,0,1,0,0,0,0,Medium_Load
4.21,0.0,7.49,0.0,100.0,49.0,45900,0,1,0,0,1,0,0,0,0,Medium_Load
4.14,0.0,7.45,0.0,100.0,48.57,46800,0,1,0,0,1,0,0,0,0,Medium_Load
11.81,2.63,5.87,0.01,97.61,89.55,47700,0,1,0,0,1,0,0,0,0,Maximum_Load
50.29,25.34,0.0,0.02,89.3,100.0,48600,0,1,0,0,1,0,0,0,0,Maximum_Load
37.73,18.4,0.0,0.02,89.88,100.0,49500,0,1,0,0,1,0,0,0,0,Maximum_Load
31.86,14.11,0.0,0.01,91.43,100.0,50400,0,1,0,0,1,0,0,0,0,Maximum_Load
37.01,8.53,0.47,0.02,97.45,99.99,51300,0,1,0,0,1,0,0,0,0,Maximum_Load
49.18,15.37,0.47,0.02,95.45,100.0,52200,0,1,0,0,1,0,0,0,0,Maximum_Load
31.14,1.22,1.26,0.01,99.92,99.92,53100,0,1,0,0,1,0,0,0,0,Maximum_Load
42.19,8.93,0.58,0.02,97.83,99.99,54000,0,1,0,0,1,0,0,0,0,Maximum_Load
44.14,14.4,0.4,0.02,95.07,100.0,54900,0,1,0,0,1,0,0,0,0,Maximum_Load
50.4,16.96,0.32,0.02,94.78,100.0,55800,0,1,0,0,1,0,0,0,0,Maximum_Load
36.65,7.02,0.9,0.02,98.21,99.97,56700,0,1,0,0,1,0,0,0,0,Maximum_Load
34.96,3.92,0.54,0.02,99.38,99.99,57600,0,1,0,0,1,0,0,0,0,Maximum_Load
51.77,17.28,0.25,0.02,94.86,100.0,58500,0,1,0,0,1,0,0,0,0,Maximum_Load
45.68,10.55,0.36,0.02,97.44,100.0,59400,0,1,0,0,1,0,0,0,0,Maximum_Load
46.01,14.72,0.4,0.02,95.24,100.0,60300,0,1,0,0,1,0,0,0,0,Maximum_Load
12.53,0.76,19.48,0.01,99.82,54.1,61200,0,1,0,0,1,0,0,0,0,Maximum_Load
4.5,0.0,25.92,0.0,100.0,17.11,62100,0,1,0,0,1,0,0,0,0,Medium_Load
3.78,0.0,23.72,0.0,100.0,15.74,63000,0,1,0,0,1,0,0,0,0,Medium_Load
3.46,0.0,22.03,0.0,100.0,15.52,63900,0,1,0,0,1,0,0,0,0,Medium_Load
3.46,0.0,22.36,0.0,100.0,15.29,64800,0,1,0,0,1,0,0,0,0,Medium_Load
3.35,0.0,9.47,0.0,100.0,33.35,65700,0,1,0,0,1,0,0,0,0,Medium_Load
3.35,0.0,5.8,0.0,100.0,50.02,66600,0,1,0,0,1,0,0,0,0,Medium_Load
3.42,0.0,12.53,0.0,100.0,26.33,67500,0,1,0,0,1,0,0,0,0,Medium_Load
3.53,0.0,19.04,0.0,100.0,18.23,68400,0,1,0,0,1,0,0,0,0,Medium_Load
3.49,0.0,20.16,0.0,100.0,17.06,69300,0,1,0,0,1,0,0,0,0,Medium_Load
3.49,0.0,23.18,0.0,100.0,14.89,70200,0,1,0,0,1,0,0,0,0,Medium_Load
2.88,0.0,17.24,0.0,100.0,16.48,71100,0,1,0,0,1,0,0,0,0,Medium_Load
2.95,0.0,17.24,0.0,100.0,16.87,72000,0,1,0,0,1,0,0,0,0,Medium_Load
2.92,0.0,17.35,0.0,100.0,16.6,72900,0,1,0,0,1,0,0,0,0,Medium_Load
2.99,0.0,17.32,0.0,100.0,17.01,73800,0,1,0,0,1,0,0,0,0,Medium_Load
2.92,0.0,17.32,0.0,100.0,16.62,74700,0,1,0,0,1,0,0,0,0,Medium_Load
2.95,0.0,17.24,0.0,100.0,16.87,75600,0,1,0,0,1,0,0,0,0,Medium_Load
2.95,0.0,17.68,0.0,100.0,16.46,76500,0,1,0,0,1,0,0,0,0,Medium_Load
3.6,0.0,23.54,0.0,100.0,15.12,77400,0,1,0,0,1,0,0,0,0,Medium_Load
3.06,0.0,17.57,0.0,100.0,17.16,78300,0,1,0,0,1,0,0,0,0,Medium_Load
3.1,0.0,17.03,0.0,100.0,17.91,79200,0,1,0,0,1,0,0,0,0,Medium_Load
2.95,0.0,14.44,0.0,100.0,20.02,80100,0,1,0,0,1,0,0,0,0,Medium_Load
2.81,0.0,5.18,0.0,100.0,47.68,81000,0,1,0,0,1,0,0,0,0,Medium_Load
2.84,0.0,5.15,0.0,100.0,48.29,81900,0,1,0,0,1,0,0,0,0,Medium_Load
2.81,0.0,5.22,0.0,100.0,47.4,82800,0,1,0,0,1,0,0,0,0,Medium_Load
2.81,0.0,5.36,0.0,100.0,46.43,83700,0,1,0,0,1,0,0,0,0,Light_Load
2.81,0.0,5.51,0.0,100.0,45.43,84600,0,1,0,0,1,0,0,0,0,Light_Load
2.92,0.0,5.4,0.0,100.0,47.57,85500,0,1,0,0,1,0,0,0,0,Light_Load
3.38,0.0,5.76,0.0,100.0,50.61,0,0,1,0,0,1,0,0,0,0,Light_Load
3.13,0.0,5.51,0.0,100.0,49.39,900,0,1,0,0,0,1,0,0,0,Light_Load
2.84,0.0,5.26,0.0,100.0,47.51,1800,0,1,0,0,0,1,0,0,0,Light_Load
2.81,0.0,5.15,0.0,100.0,47.9,2700,0,1,0,0,0,1,0,0,0,Light_Load
2.92,0.0,5.04,0.0,100.0,50.13,3600,0,1,0,0,0,1,0,0,0,Light_Load
2.92,0.0,5.0,0.0,100.0,50.43,4500,0,1,0,0,0,1,0,0,0,Light_Load
2.88,0.0,4.9,0.0,100.0,50.67,5400,0,1,0,0,0,1,0,0,0,Light_Load
2.84,0.0,5.0,0.0,100.0,49.39,6300,0,1,0,0,0,1,0,0,0,Light_Load
2.88,0.0,4.9,0.0,100.0,50.67,7200,0,1,0,0,0,1,0,0,0,Light_Load
3.28,0.0,4.57,0.0,100.0,58.31,8100,0,1,0,0,0,1,0,0,0,Light_Load
3.31,0.0,4.5,0.0,100.0,59.25,9000,0,1,0,0,0,1,0,0,0,Light_Load
2.99,0.0,4.72,0.0,100.0,53.51,9900,0,1,0,0,0,1,0,0,0,Light_Load
2.88,0.0,4.82,0.0,100.0,51.29,10800,0,1,0,0,0,1,0,0,0,Light_Load
