Age,No_of_orders_placed,is_premium_member,Women’s_Clothing,Men’s_Clothing,Kid’s_Clothing,Home_&_Living,Beauty,Electronics,Gender_Female,Gender_Male,Gender_Not_Specified,Preferred_Theme
25.0,,0,-77.0,1.412884597,6.184947853,6.731188236,8.279522043,1.282081268,1,0,0,Old_UI
39.0,4.0,0,2.929700496,1.0,4.243748306,0.155655937,1.643582431,6.069351787,0,1,0,New_UI
31.0,4.0,0,8.626365877,6.594108261,6.925391157,5.845785157,20.27106068,0.807091762,1,0,0,Old_UI
16.0,1.0,1,7.022752007,3.0,2.538542289,8.091070353,7.730089428,1.940371464,1,0,0,Old_UI
29.0,13.0,1,3.140693199,3.678805916,3.874934954,0.881582477,3.072092428,4.65951028,0,0,1,Old_UI
26.0,10.0,0,9.936164986,3.4723552,3.358856617,8.009253131,8.236112146,1.0,1,0,0,New_UI
,6.0,0,9.413645967,2.505881737,,5.336519398,5.0,1.0,1,0,0,Old_UI
33.0,12.0,1,3.034536518,1.802270091,3.597367276,5.440870969,5.528252987,3.565540945,0,0,1,Old_UI
34.0,12.0,1,3.616023265,5.51817845,5.886938419,0.40988015,2.210290859,8.911687179,0,1,0,Old_UI
37.0,5.0,0,1.663654127,8.762060614,4.548060366,4.876547828,1.440113297,6.396844789,0,1,0,New_UI
20.0,10.0,0,9.776837346,1.655446569,7.062168091,6.577232127,8.544296354,0.262432021,1,0,0,Old_UI
32.0,4.0,0,0.492163932,2.0,4.056895967,5.623460406,1.525217959,8.831684852,0,1,0,New_UI
17.0,13.0,1,3.992019144,3.15978051,4.349471468,1.686128118,3.518030405,2.86847377,0,0,1,New_UI
32.0,14.0,1,3.931035525,1.274187448,,0.695171832,4.51334483,3.407860309,0,0,1,Old_UI
,10.0,0,0.0,1.0,8.825068311,6.890336317,8.841130394,2.243675213,1,0,0,Old_UI
30.0,13.0,1,3.94262238,2.098634209,6.678826215,2.498350551,2.348684401,4.181233088,0,0,1,Old_UI
37.0,4.0,0,0.0,1.322853337,3.0,9.434621428,9.327746802,1.480566631,1,0,0,New_UI
30.0,14.0,1,2.118115192,1.559021656,7.570791436,6.295357719,3.268206205,5.306186984,0,0,1,Old_UI
,8.0,0,1.098980273,5.541893442,,2.668146247,1.792979794,8.954417962,0,1,0,Old_UI
38.0,8.0,0,9.269582162,2.387737936,8.700959901,5.682257137,8.231227468,1.0,1,0,0,Old_UI
23.0,8.0,0,1.0,3.0,4.0,4.556062293,0.734463991,9.471503498,0,1,0,New_UI
23.0,11.0,1,6.253277886,4.270078153,5.517896049,8.745779204,6.091436204,1.0,1,0,0,New_UI
43.0,8.0,0,-66.0,8.130330134,7.697592387,2.9365328,2.0,7.375506658,0,1,0,New_UI
35.0,3.0,0,2.164290837,0.0,0.0,0.825642219,3.380823839,4.749552586,0,1,0,New_UI
32.0,12.0,1,9.349753952,1.56968895,6.84793638,5.0,7.734301074,1.644156479,1,0,0,Old_UI
29.0,,0,3.89384274,5.187453136,5.741175525,0.274428492,1.917745885,9.236376637,0,1,0,Old_UI
28.0,3.0,0,7.314074152,4.342642563,5.397319228,9.176770038,8.151740581,4.998076406,1,0,0,Old_UI
35.0,5.0,0,3.467167455,6.63429159,5.541812147,1.0,1.0,4.09044095,0,1,0,New_UI
25.0,11.0,1,0.142122179,3.110154396,6.11164042,0.554219681,-5.59851419,5.524067882,0,0,1,Old_UI
27.0,14.0,1,5.095047627,2.567773052,6.629356565,5.109248598,0.720274144,-88.0,0,0,1,Old_UI
30.0,7.0,0,4.076819581,3.0,5.540777581,5.112331962,0.704782369,8.900343666,0,1,0,New_UI
35.0,6.0,0,1.181232983,9.258601885,4.578810884,2.970188069,1.983216147,5.036900755,0,1,0,New_UI
23.0,8.0,0,8.711675067,4.903512775,4.633967767,5.501220349,9.105020963,2.12459357,1,0,0,Old_UI
30.0,4.0,0,8.470236776,1.98255416,8.377059137,,8.20781928,5.187720262,1,0,0,Old_UI
26.0,6.0,0,9.633562081,3.26688348,7.717163632,3.414668224,9.585597256,1.602447859,1,0,0,New_UI
24.0,10.0,0,1.0,1.278016284,3.226457831,3.898543888,9.81223209,2.810554929,1,0,0,New_UI
27.0,14.0,1,2.791109806,3.514745865,7.559508412,,1.550483483,-55.0,0,0,1,Old_UI
25.0,11.0,1,2.927271436,2.952925723,4.70909942,4.779444878,3.0,6.05706363,0,0,1,Old_UI
48.0,13.0,1,5.477650699,1.129809218,8.145748036,8.809201573,9.662846331,1.0,1,0,0,Old_UI
20.0,5.0,0,8.475958247,0.731918652,5.91612069,8.865316234,8.292179568,1.022067657,1,0,0,New_UI
32.0,6.0,0,3.0,2.447336193,1.0,8.477299263,8.160757515,5.138985439,1,0,0,Old_UI
18.0,15.0,1,4.029981874,3.820337855,4.930699784,9.241781406,6.889109616,3.186070061,1,0,0,Old_UI
20.0,5.0,0,3.925875223,6.093751695,3.667212728,3.422241239,1.545258385,9.423842278,0,1,0,New_UI
,15.0,1,8.13411551,3.74405846,2.53653557,8.311619628,9.388000414,2.0,1,0,0,Old_UI
46.0,4.0,0,0.563177688,9.630272562,7.173004629,2.904168428,2.012156781,7.655164323,0,1,0,New_UI
26.0,,1,2.932877517,4.866307806,7.101001307,2.0,6.845526048,6.195036432,0,0,1,Old_UI
23.0,,0,0.564994569,0.0,2.117648825,3.526764662,2.451473429,2.0,0,1,0,New_UI
34.0,15.0,1,3.286434687,4.16178964,4.096283964,5.426051523,3.371219812,8.730904818,0,0,1,Old_UI
22.0,6.0,0,8.67788914,4.0,3.942917654,6.332822593,7.816692072,1.656735836,1,0,0,New_UI
19.0,,0,8.906751136,3.346156496,7.042994658,8.114816476,9.237571024,0.5602613,1,0,0,New_UI
16.0,15.0,1,4.313059042,2.595531815,4.920106972,0.661860821,4.979699232,6.924694668,0,0,1,Old_UI
39.0,6.0,0,0.509032181,1.0,7.4103365,3.643181042,1.225179084,6.869107193,0,1,0,Old_UI
40.0,12.0,1,8.714874399,4.92437696,9.679801225,2.0,9.640124914,2.842921802,1,0,0,Old_UI
28.0,7.0,0,6.344917271,2.0,5.857073029,7.874047609,7.0019637,0.009620553,1,0,0,Old_UI
21.0,15.0,1,3.955624583,4.507335688,7.214103711,,2.398578804,5.86638342,0,0,1,Old_UI
23.0,14.0,1,-88.0,3.388799786,3.070606886,2.750671661,2.0,7.174783109,0,0,1,Old_UI
,12.0,1,3.793410124,0.726489904,3.957771861,3.0,2.58985584,7.426173238,0,0,1,Old_UI
17.0,,0,0.431988763,4.378588233,2.0,3.600498456,12.78116315,8.388879462,0,1,0,New_UI
23.0,9.0,0,2.133543345,8.618996276,1.0,4.526007841,0.285007094,3.0,0,1,0,New_UI
30.0,10.0,0,6.098611469,2.861330555,8.057479905,7.16075491,9.8632622,2.440972673,1,0,0,New_UI
17.0,9.0,0,3.0,8.364009742,0.262629203,,1.026391743,7.523799774,0,1,0,New_UI
28.0,3.0,0,9.209435585,0.685020763,6.010586237,6.618965109,6.177140436,5.124909681,1,0,0,Old_UI
38.0,10.0,0,3.557847758,-1.0,3.390889751,3.005445874,1.60595533,4.497556483,0,1,0,New_UI
27.0,7.0,0,8.130165499,0.302208327,,7.684417858,7.472678052,3.093304035,1,0,0,Old_UI
,5.0,0,4.450585023,2.0,0.917229688,0.025831449,0.367724918,7.954496492,0,1,0,Old_UI
26.0,13.0,1,7.108252633,3.237540307,3.914732206,8.985004171,7.469904084,5.074086404,1,0,0,Old_UI
35.0,12.0,1,4.017800234,2.108413781,7.027260288,3.251739984,1.766076839,6.252258715,0,0,1,New_UI
,9.0,0,7.321199916,4.812282586,8.754124225,4.624470669,4.0,0.860906149,1,0,0,New_UI
15.0,11.0,1,-66.0,7.843675721,1.110227108,3.232468223,2.0,8.935108553,0,1,0,Old_UI
18.0,3.0,0,9.485102063,4.331708939,8.120409009,6.778798403,8.842918034,3.114019638,1,0,0,New_UI
25.0,7.0,0,3.609936658,1.0,0.80314453,4.628250273,2.994594635,9.376632602,0,1,0,New_UI
25.0,11.0,1,2.779298968,2.137890762,6.047899157,5.11967059,1.001324684,4.2907308,0,0,1,Old_UI
24.0,10.0,0,4.834962169,7.160556067,2.005728687,2.332820505,0.785548482,8.464867321,0,1,0,New_UI
31.0,15.0,1,4.097532043,5.0,7.103610571,0.168507634,1.842957234,-66.0,0,0,1,Old_UI
26.0,4.0,0,8.216204392,3.598118457,7.342956075,5.875534103,8.955686038,3.0,1,0,0,Old_UI
48.0,9.0,0,8.483957846,3.0,7.331926859,6.339381638,8.868963142,4.683049529,1,0,0,Old_UI
28.0,3.0,0,4.0,2.316214565,6.183065895,6.798313327,9.255916535,0.568378718,1,0,0,New_UI
22.0,6.0,0,5.0,3.641419805,4.474611,5.460343253,8.718470833,2.965114595,1,0,0,New_UI
29.0,4.0,0,4.848622825,8.173646903,0.869914938,5.876810091,1.0,4.0,0,1,0,Old_UI
18.0,4.0,0,0.955481086,9.631612974,1.081089732,3.901303906,0.655560611,9.156451635,0,1,0,New_UI
40.0,14.0,1,2.0,7.637327668,5.648541111,3.627138498,1.17751899,6.761070641,0,1,0,New_UI
28.0,13.0,1,1.686471315,3.52045008,1.915821019,3.62574883,2.082132988,7.509956586,0,1,0,Old_UI
21.0,15.0,1,0.398386525,3.832192887,2.0,0.085890516,2.708912039,4.0,0,1,0,New_UI
37.0,7.0,0,9.514005769,4.861849792,3.0,5.782093354,7.223424383,3.746029442,1,0,0,New_UI
33.0,10.0,1,8.15532019,2.361478428,2.0,-1.0,9.759565441,0.848680858,1,0,0,Old_UI
,5.0,0,3.313652027,2.0,,1.538730604,2.0,0.0,0,1,0,New_UI
34.0,7.0,0,8.55442936,1.031824459,,7.677025553,9.259129742,2.0,1,0,0,Old_UI
31.0,7.0,0,8.574378509,4.171553936,9.065633459,5.60107372,-2.786008431,2.378412803,1,0,0,Old_UI
,12.0,1,4.62603052,3.453109647,9.436835133,9.945071339,9.698001154,1.578199022,1,0,0,Old_UI
30.0,6.0,0,4.324944778,6.250334339,7.417035507,6.512489457,2.0,4.45535264,1,0,0,Old_UI
,3.0,0,9.682009142,0.789733642,7.193674152,,8.943609338,2.996842432,1,0,0,New_UI
34.0,4.0,0,4.948092243,2.480928762,7.037492555,6.634593381,7.878545829,3.260440609,1,0,0,New_UI
26.0,14.0,1,2.146204687,5.693374967,0.664978173,5.019889103,0.49768837,8.509644899,0,1,0,New_UI
35.0,8.0,0,3.328884409,8.056560662,2.997559494,1.346070527,0.386211289,7.81614523,0,1,0,New_UI
35.0,3.0,1,6.846008975,1.08360869,1.0,9.038491485,6.432147395,1.657029427,1,0,0,New_UI
35.0,4.0,0,0.527782122,4.818972437,7.65137476,4.094009617,3.0,5.693695302,0,1,0,New_UI
38.0,7.0,0,9.641474809,2.443212403,,6.144533369,9.912008519,2.238693865,1,0,0,Old_UI
25.0,9.0,0,-44.0,3.618025878,3.876798765,7.979476627,8.925742125,3.0,1,0,0,New_UI
33.0,6.0,0,3.102204821,2.484568121,8.1638789,6.405431885,8.964369953,1.762654281,1,0,0,New_UI
20.0,14.0,1,4.071611634,2.138119473,6.189647371,4.0,1.084182608,6.721420046,0,0,1,Old_UI
19.0,15.0,1,6.07670339,2.810396857,6.620117947,0.450158685,4.169595065,6.49600826,0,0,1,Old_UI
29.0,13.0,1,1.278559929,2.601427495,6.359118961,3.0,2.241229555,5.601851444,0,0,1,New_UI
21.0,,1,4.532991501,2.843913215,5.383078235,0.0,6.74031339,0.318289409,1,0,0,Old_UI
33.0,4.0,0,9.195052984,0.589906603,,7.187548457,8.014176015,2.042959828,1,0,0,New_UI
30.0,,0,8.165912561,4.0,8.450166486,7.231111437,15.3958722,1.362866287,1,0,0,Old_UI
31.0,5.0,1,3.930432603,6.388135016,7.136971272,1.024941502,11.46034699,8.77795673,0,1,0,Old_UI
28.0,5.0,0,1.537054436,7.53847067,1.980758744,0.212106545,3.091401703,9.321905564,0,1,0,New_UI
25.0,4.0,0,0.726645766,4.704984747,1.35701071,3.390592856,0.924630753,9.138456489,0,1,0,New_UI
41.0,14.0,1,1.0,5.337633198,3.750627581,4.835920693,1.0,7.628176145,0,1,0,New_UI
21.0,14.0,1,5.77785153,2.64957194,6.008540421,9.895084165,7.227371525,1.70822779,1,0,0,Old_UI
20.0,15.0,1,0.6126832,3.413339874,6.669531297,2.0,4.186618714,5.647573085,0,0,1,New_UI
22.0,13.0,1,0.83965431,7.190255021,1.134380616,2.6418722,3.0,9.988176922,0,1,0,New_UI
26.0,8.0,0,0.734816644,1.0,1.520560951,0.137778854,3.0,7.485178829,0,1,0,New_UI
24.0,9.0,0,9.547715185,2.0,5.757536938,8.084782183,8.927650338,1.0,1,0,0,New_UI
15.0,6.0,0,0.713090584,4.20362746,3.836755399,1.330427743,1.0,9.663975729,0,1,0,New_UI
30.0,12.0,1,5.329818006,3.112475381,6.432273466,6.42880689,3.268493845,5.522332141,0,0,1,Old_UI
24.0,5.0,0,2.581004396,8.937207653,1.242535156,2.050766321,4.0,6.707884231,0,1,0,New_UI
22.0,8.0,0,2.0,9.173993685,1.569405343,3.130993488,0.632899785,9.21918332,0,1,0,Old_UI
25.0,6.0,0,9.953385166,0.860408669,4.582812227,6.4149447,8.212948065,2.0,1,0,0,New_UI
23.0,13.0,1,2.531193247,1.795897761,8.701188273,1.990961012,3.459003036,4.75410301,0,0,1,Old_UI
23.0,14.0,1,3.402906287,1.653917098,7.303279209,1.053206717,4.573983943,5.92109783,0,0,1,New_UI
36.0,8.0,0,1.171321864,2.0,9.276451859,3.103405808,0.408996397,8.242665277,0,1,0,New_UI
25.0,6.0,0,0.779649902,9.112454125,,4.025751573,0.282925571,9.439215166,0,1,0,New_UI
35.0,3.0,0,0.3912037,6.760172601,5.499264338,0.065870081,0.280725929,6.206404649,0,1,0,New_UI
36.0,5.0,0,1.0,5.039993331,9.361151952,7.280510361,19.53231198,2.785178371,1,0,0,New_UI
43.0,3.0,0,9.317416315,3.283876782,8.887950979,-2.0,1.0,0.24661603,1,0,0,Old_UI
27.0,15.0,1,2.406903695,2.186180928,3.085986864,1.120889075,4.831973381,5.326727089,0,0,1,Old_UI
25.0,3.0,0,8.411026467,2.0,6.8686643,8.969341068,9.653963355,2.890339367,1,0,0,Old_UI
33.0,4.0,0,4.0,9.989801129,5.077719592,1.781588679,0.083099732,9.121222436,0,1,0,New_UI
34.0,9.0,0,2.682377549,5.586576249,5.405009743,1.101099488,1.970870114,1.0,0,1,0,New_UI
35.0,9.0,0,2.944510805,4.64761006,6.866396056,,1.763055959,2.751416047,0,1,0,New_UI
27.0,9.0,0,3.027619903,9.69875079,1.839462462,1.37049872,4.0,7.489987836,0,1,0,New_UI
21.0,,0,1.568601579,9.772030758,0.875383635,3.666511446,1.0,9.850560002,0,1,0,New_UI
38.0,6.0,0,3.0,8.312878002,4.745610801,5.251861002,1.334962584,5.99026124,0,1,0,Old_UI
27.0,15.0,1,9.134395585,2.900619442,3.528368508,9.280543422,8.327917863,4.678858228,1,0,0,Old_UI
38.0,,0,3.971684496,5.0,6.179852653,1.032013853,1.966090749,5.702512098,0,1,0,Old_UI
26.0,3.0,0,9.004323037,1.290656995,5.260956527,6.065455219,8.502763211,2.584018915,1,0,0,New_UI
22.0,10.0,0,0.285059967,5.0,3.747223123,3.118724533,2.275595727,4.0,0,1,0,New_UI
29.0,5.0,0,9.40441485,2.029306512,0.223392336,7.748383996,0.0,3.042467559,1,0,0,New_UI
,10.0,0,2.325142085,4.0,3.979917576,4.751970263,3.0,6.423598747,0,1,0,Old_UI
15.0,,0,2.676784696,7.327681784,3.0,4.970830592,3.006789598,8.615700813,0,1,0,New_UI
31.0,12.0,1,3.349507542,5.160809669,8.466586667,2.0,1.869315839,7.341434461,0,0,1,Old_UI
48.0,14.0,1,8.049601498,4.12412215,7.55891232,2.0,5.0,2.006851867,1,0,0,Old_UI
20.0,15.0,1,3.561381171,5.139924285,5.433859812,3.355110542,0.859818485,6.334554133,0,0,1,Old_UI
29.0,,1,5.635373008,6.965799165,1.019865268,2.457644719,0.2994968,7.585176787,0,1,0,Old_UI
24.0,8.0,0,3.169720347,1.0,2.206583139,3.73290157,0.274826102,7.452218999,0,1,0,Old_UI
27.0,6.0,0,3.0,5.0,2.0,4.553328696,1.73834564,4.0,0,1,0,New_UI
33.0,14.0,1,5.904340103,1.21347379,2.0,9.294337128,9.099887529,4.33445621,1,0,0,Old_UI
47.0,13.0,1,-88.0,5.259078388,0.0,0.168149103,3.0,7.563627711,0,1,0,Old_UI
,2.0,1,1.970790708,8.011763293,2.740402588,3.086082957,3.0,-11.0,0,1,0,Old_UI
35.0,8.0,0,8.731210674,1.66076196,7.555485477,6.403846126,8.564109081,3.712713588,1,0,0,New_UI
25.0,12.0,1,1.099231163,1.142864327,8.499119167,0.00611865,2.250165512,4.028337724,0,0,1,New_UI
32.0,6.0,0,3.0,8.544678917,5.925813702,6.084875877,1.026823811,7.36711921,0,1,0,New_UI
32.0,10.0,0,7.315464184,0.170563114,,7.234714756,9.146160604,1.711627046,1,0,0,Old_UI
17.0,13.0,1,4.518764366,3.844339645,4.827050555,2.90489513,2.142359471,4.860440471,0,0,1,New_UI
27.0,10.0,1,8.960907694,2.0,6.184162499,9.987811655,0.0,4.167038768,1,0,0,Old_UI
48.0,13.0,1,2.485727939,7.613716511,5.159067039,4.084735627,3.417279108,6.257339785,0,1,0,Old_UI
23.0,13.0,1,-33.0,4.47386779,6.514057829,,7.05608795,5.391445985,0,0,1,Old_UI
45.0,13.0,1,6.359871098,3.0,3.0,9.809081645,5.0,2.0,1,0,0,Old_UI
32.0,14.0,1,1.265879577,3.139448714,3.724311739,3.548953288,4.123880502,6.671914229,0,0,1,New_UI
28.0,5.0,0,9.81002079,3.413434868,9.144269302,7.924633164,9.026646879,3.009257999,1,0,0,New_UI
30.0,10.0,0,3.858459013,0.0,2.862557782,3.798772021,0.937114997,4.0,0,1,0,New_UI
25.0,15.0,1,2.911317664,2.759691957,5.732729177,2.984937883,4.630527385,5.907325418,0,0,1,Old_UI
25.0,13.0,1,4.039096557,2.125818318,6.168325664,4.929990208,3.719857207,4.913976968,0,0,1,Old_UI
23.0,5.0,0,3.289771727,2.0,0.795731642,1.907962592,1.587571675,7.971135285,0,1,0,New_UI
26.0,,0,7.792651205,3.496758997,5.984267203,7.380019909,8.328006349,2.970477752,1,0,0,New_UI
18.0,11.0,1,0.968673399,5.097171941,1.732981853,3.968404764,2.231772208,-66.0,0,1,0,New_UI
35.0,4.0,0,8.365350921,3.600802207,1.0,9.170209214,7.793961643,2.690187177,1,0,0,Old_UI
46.0,4.0,1,3.960028068,5.743578081,5.69617754,3.236427074,0.937203807,8.857438497,0,1,0,New_UI
36.0,3.0,0,1.0,9.053224218,5.792917399,4.587081207,0.574946323,6.996403053,0,1,0,New_UI
30.0,6.0,0,0.0,0.06098214,,5.35402527,7.982444445,3.0,1,0,0,New_UI
,5.0,0,9.282283893,4.665434414,4.012859515,8.839714539,9.838098971,0.270741136,1,0,0,New_UI
27.0,9.0,0,9.897635872,2.660817286,4.267350528,5.403522316,9.23145165,4.501312598,1,0,0,New_UI
38.0,7.0,0,7.697190369,1.091388527,7.800011936,7.001221248,9.829554275,3.830045563,1,0,0,New_UI
31.0,6.0,0,9.74249793,0.264112571,7.475866726,7.289082592,5.348352108,2.185721926,1,0,0,Old_UI
30.0,,0,3.785150426,8.644692271,5.373908231,4.222081161,1.39860215,8.868964289,0,1,0,Old_UI
46.0,3.0,0,2.943171495,6.859569687,7.008218111,5.605712934,2.736785404,4.602119327,0,1,0,Old_UI
45.0,12.0,1,7.232520845,2.456420782,8.673424625,8.596873931,9.707510638,0.726626923,1,0,0,Old_UI
21.0,10.0,0,7.881632507,2.230455006,3.491249947,6.863116705,9.016206671,3.081240256,1,0,0,New_UI
30.0,5.0,0,3.190317931,5.0,5.859111189,0.887801615,1.964905873,7.586692748,0,1,0,New_UI
26.0,12.0,1,4.517846003,2.988195767,9.108214226,9.533859513,6.06795844,-77.0,1,0,0,Old_UI
19.0,13.0,1,5.368991614,1.911691001,6.19834319,0.007559506,-5.127004226,5.444446919,0,0,1,Old_UI
20.0,12.0,1,4.185631256,2.646469957,4.72754637,2.717410069,0.885167135,3.656459844,0,0,1,Old_UI
23.0,10.0,0,0.553871001,7.837819404,0.666536827,0.207118433,1.779208176,6.378542216,0,1,0,Old_UI
30.0,14.0,1,2.192861655,5.704251602,5.098504492,4.744296521,3.191292139,4.827523246,0,0,1,New_UI
31.0,6.0,0,2.602941118,8.705938441,6.058868945,4.72827441,1.241089371,7.601611069,0,1,0,Old_UI
,4.0,0,2.0,3.912031453,,6.134789277,9.696019441,2.530224017,1,0,0,Old_UI
19.0,0.0,1,5.272740737,2.539792924,5.567072963,9.468981984,9.570054315,0.086143657,1,0,0,Old_UI
44.0,13.0,1,3.102875067,5.718688261,4.696513708,2.810316282,1.170065745,8.269888236,0,1,0,Old_UI
32.0,11.0,1,1.483933039,2.502500624,6.313604485,4.427691066,0.903528065,8.245372902,0,0,1,Old_UI
29.0,4.0,0,1.582689984,8.571124882,0.877369251,2.832816837,2.549081689,9.854151118,0,1,0,New_UI
30.0,,0,8.864581812,2.246185138,2.0,6.435437263,7.557042136,2.0,1,0,0,Old_UI
31.0,4.0,0,2.768685055,6.876529483,4.414965614,,11.71027326,9.006107419,0,1,0,New_UI
38.0,10.0,0,7.122696127,3.573746688,8.373928475,8.242033153,8.530083812,1.321130429,1,0,0,Old_UI
27.0,6.0,0,6.881608273,1.336021847,4.833635292,7.481150785,9.921873371,3.046097331,1,0,0,New_UI
,5.0,0,7.855321988,3.031545986,2.563107244,,8.545720373,1.078994424,1,0,0,New_UI
24.0,8.0,0,2.216238041,5.099284924,,3.156770589,3.0,8.106641187,0,1,0,New_UI
31.0,7.0,0,1.388663004,9.129322942,5.808681081,1.741489051,2.0,0.0,0,1,0,New_UI
20.0,13.0,1,2.233932782,2.907445953,5.342022855,4.53268697,2.149910601,6.272606941,0,0,1,New_UI
34.0,11.0,1,3.631932154,4.45182887,7.628428064,4.49526568,0.347593578,6.167357365,0,0,1,Old_UI
17.0,4.0,1,4.460757586,6.372801624,0.798585838,3.276950062,0.404018392,9.665607541,0,1,0,New_UI
30.0,14.0,1,5.611022089,0.790458894,8.955246711,9.54657775,9.216856494,3.051209908,1,0,0,Old_UI
44.0,12.0,1,3.400041882,5.0478664,3.544419863,2.651921061,1.055764385,7.830847144,0,1,0,Old_UI
15.0,5.0,1,5.258604727,1.321929597,4.712747484,8.530559805,6.705833511,2.259984433,1,0,0,Old_UI
,14.0,1,2.432955235,3.498277908,8.89276596,1.714333075,0.319688324,2.469994846,0,0,1,New_UI
43.0,9.0,0,0.918370945,7.276865734,7.641733792,3.787280152,3.0,7.06822979,0,1,0,Old_UI
22.0,3.0,1,5.960287844,6.440838921,,1.632266827,4.0,7.107019156,0,1,0,New_UI
19.0,4.0,0,1.707573931,8.759909271,4.0,1.896061959,1.965268323,8.059564321,0,1,0,New_UI
40.0,4.0,1,9.969167993,2.5058896,,4.0,9.485576458,2.853614558,1,0,0,Old_UI
23.0,9.0,0,4.259871644,0.985935028,5.471429921,5.98813009,8.94164118,1.830019728,1,0,0,Old_UI
27.0,5.0,0,-44.0,0.14542656,5.314886126,5.417448759,8.237233559,3.665739814,1,0,0,Old_UI
21.0,14.0,1,2.202952967,2.646256614,7.329087032,2.650522358,0.544013793,3.892102164,0,0,1,Old_UI
31.0,13.0,1,-33.0,4.073822458,1.0,8.079671745,8.797686964,0.862445028,1,0,0,Old_UI
29.0,10.0,0,7.507158402,4.272150773,0.59797848,6.725419976,6.792792723,2.024896645,1,0,0,New_UI
25.0,,0,9.416929617,3.0,3.126055856,5.837272972,1.0,1.0,1,0,0,New_UI
26.0,,0,4.712488968,4.0,1.135557289,,0.081118549,8.191941693,0,1,0,New_UI
19.0,7.0,0,7.394919397,0.79794072,5.198664586,6.044816615,7.728052529,0.775172324,1,0,0,Old_UI
24.0,10.0,0,1.0,1.0,3.412792102,9.158848151,3.0,2.92692415,1,0,0,New_UI
22.0,11.0,1,4.561176464,4.544231064,7.018993244,4.547280936,3.0,7.012453911,0,0,1,Old_UI
,8.0,0,8.933302617,1.366116413,8.022126863,7.090603677,9.018125007,3.0,1,0,0,Old_UI
26.0,10.0,0,1.626039723,0.0,2.0,4.88990675,0.026865132,0.0,0,1,0,New_UI
33.0,4.0,0,7.962167738,1.711869941,5.0,8.58145911,9.498141808,2.0,1,0,0,Old_UI
23.0,11.0,1,3.168609347,1.443490361,4.538666061,3.630724292,3.065583218,3.131165056,0,0,1,Old_UI
31.0,12.0,1,3.870882336,3.697632421,6.869972938,2.351252189,3.325681729,8.329070977,0,0,1,New_UI
46.0,3.0,0,2.096547754,9.640987083,2.594390123,3.243586186,1.0,7.590018249,0,1,0,New_UI
35.0,4.0,0,1.033044536,1.0,4.400547844,5.550670017,1.401911239,3.786008663,0,1,0,New_UI
36.0,5.0,0,2.0,1.971362929,8.938336935,,7.67373405,3.0,1,0,0,New_UI
38.0,3.0,0,-11.0,9.056949157,4.608182043,1.278178988,3.0,7.025845731,0,1,0,New_UI
24.0,12.0,1,4.901615365,3.486233589,,3.0,4.0,4.898577907,1,0,0,Old_UI
21.0,10.0,0,4.094822645,4.0,1.642580179,1.763356821,2.238828939,9.862484212,0,1,0,New_UI
15.0,14.0,1,2.740062964,2.06110358,8.903905218,4.637576671,2.713148332,4.387786288,0,0,1,Old_UI
20.0,5.0,0,7.693463152,2.752356106,2.9353725,4.673492582,9.717074993,3.289311009,1,0,0,New_UI
50.0,3.0,0,1.527328752,8.418808808,3.243622872,3.0,1.0,7.148398635,0,1,0,New_UI
25.0,12.0,1,2.978813558,3.381950069,,4.556298713,3.448308568,7.303091574,0,0,1,New_UI
16.0,12.0,1,4.793152609,1.50580038,3.135073256,0.125220167,13.05583892,5.655119668,0,0,1,New_UI
30.0,7.0,0,0.0,1.0,8.533774,8.259151796,4.0,5.038046404,1,0,0,Old_UI
30.0,10.0,0,1.0,-1.0,6.340338962,1.272064381,2.454367729,8.837133628,0,1,0,New_UI
26.0,15.0,1,3.900557395,5.938520187,3.696145348,1.739752803,1.552671852,5.332728801,0,0,1,Old_UI
32.0,5.0,0,3.911081112,8.123311908,,,2.0,8.907077831,0,1,0,New_UI
,15.0,1,3.145268691,1.208918561,7.140787638,2.559660705,5.403573978,7.378325718,0,0,1,Old_UI
26.0,6.0,0,3.0,1.748591774,7.004239401,6.938873676,3.0,2.319676803,1,0,0,Old_UI
32.0,,0,0.0,3.320434212,7.851567961,5.58427386,9.006559272,1.0,1,0,0,New_UI
20.0,8.0,0,8.404612062,3.054012914,3.4372968,5.930373306,9.82496088,0.099012345,1,0,0,New_UI
,7.0,1,0.55384583,9.780730064,4.749720961,5.351266797,2.0,9.826602169,0,1,0,New_UI
34.0,3.0,0,0.636008597,9.518364688,4.953619259,2.91826081,1.498330523,8.034794243,0,1,0,New_UI
30.0,5.0,0,5.726268769,1.642063904,5.995439854,8.452753659,9.033646403,4.45945302,1,0,0,Old_UI
25.0,4.0,0,0.35769516,5.221236998,,1.076118885,1.534640982,8.617119333,0,1,0,Old_UI
24.0,5.0,0,2.618073628,9.58419631,1.049162729,3.305155689,0.285461036,9.257569712,0,1,0,New_UI
25.0,8.0,0,8.80594739,1.471320178,4.124837583,9.098685687,7.837548714,3.081798113,1,0,0,New_UI
30.0,,1,0.3934913,6.859969771,3.710299373,3.59403261,3.0,9.084652201,0,1,0,Old_UI
39.0,8.0,0,9.256149573,1.492305593,8.198378632,7.604945704,2.0,5.063625342,1,0,0,Old_UI
27.0,13.0,1,3.448266858,2.433295869,5.010630042,3.77233712,5.459781475,3.464315535,0,0,1,New_UI
