CreditScore,Age,Exited,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender_Female,Gender_Male,Geography
679,37,0,8,77373.87,2,0,1,174873.09,1,0,Germany
528,23,0,7,104744.89,1,1,0,170262.97,0,1,Spain
710,31,0,3,0.0,2,1,1,112289.06,1,0,France
733,39,0,5,91538.51,1,1,1,93783.0,0,1,Germany
724,32,0,6,0.0,2,1,1,150026.79,1,0,France
726,34,0,0,185734.75,1,1,1,102036.82,1,0,France
520,30,0,3,143396.54,2,1,1,898.51,0,1,France
556,40,0,5,125909.85,1,1,1,95124.4,0,1,France
579,45,0,2,0.0,2,0,0,11514.39,1,0,France
674,36,0,2,154525.7,1,0,1,27468.72,0,1,France
570,29,0,0,0.0,1,1,0,37092.43,1,0,France
631,51,0,8,100654.8,1,1,0,171587.9,0,1,France
623,44,0,1,83325.77,1,0,1,80828.78,0,1,Spain
665,35,0,8,110934.54,1,1,0,169287.99,0,1,France
523,36,0,8,113680.54,1,0,0,13197.44,1,0,Spain
706,31,0,1,117020.08,2,1,0,54439.53,0,1,Germany
619,49,0,9,145359.99,1,1,0,38186.85,1,0,France
593,39,1,8,151391.68,1,1,0,27274.6,1,0,Germany
608,66,0,8,123935.35,1,1,1,65758.19,0,1,Spain
526,36,0,0,0.0,2,1,0,97767.63,1,0,France
684,40,1,2,70291.02,1,1,1,115468.84,0,1,Spain
604,42,0,10,166031.45,1,1,0,98293.14,1,0,Germany
636,36,0,6,96643.32,1,0,0,182059.28,0,1,Germany
669,33,0,8,0.0,2,0,1,128538.05,1,0,Spain
624,71,0,7,0.0,2,1,1,108841.83,0,1,France
631,29,0,2,0.0,2,1,1,18581.84,0,1,France
753,48,0,4,0.0,2,0,1,146821.42,0,1,France
588,40,0,5,0.0,2,0,0,100727.68,0,1,France
729,26,0,4,97268.1,2,1,0,39356.38,0,1,Germany
602,42,1,10,0.0,2,0,0,169921.11,1,0,France
689,55,1,1,76296.81,1,1,0,42364.75,1,0,Germany
486,27,0,7,0.0,2,1,0,28823.04,0,1,Spain
809,42,1,6,64497.94,3,0,1,182436.81,1,0,Germany
562,38,0,5,0.0,1,1,0,115700.2,0,1,France
763,32,0,8,0.0,2,1,0,16725.53,1,0,Spain
669,57,0,5,0.0,2,1,1,56875.76,0,1,France
709,39,0,8,0.0,2,1,0,56214.09,0,1,France
554,45,0,4,0.0,2,1,1,193412.05,1,0,Spain
699,37,0,10,0.0,2,0,0,83263.04,0,1,France
732,54,0,0,134249.7,1,0,1,13404.4,0,1,Spain
625,45,1,3,0.0,1,1,1,184474.15,1,0,France
599,30,0,9,105443.68,1,1,1,121124.53,0,1,France
584,50,1,1,0.0,1,0,1,152567.75,1,0,Spain
499,35,0,10,0.0,2,1,0,10722.54,0,1,France
526,38,0,2,0.0,2,0,0,58010.98,0,1,Spain
625,35,1,5,86147.46,2,1,0,163440.8,1,0,Germany
537,38,0,1,96939.06,1,1,1,102606.92,1,0,Spain
696,47,0,1,106758.6,1,1,1,80591.18,0,1,Spain
679,33,0,9,112528.65,2,1,0,177362.45,1,0,France
684,60,1,2,116563.58,1,1,0,120257.7,0,1,France
850,32,0,4,0.0,1,1,1,180622.02,0,1,France
495,42,0,7,0.0,2,0,0,130404.53,1,0,Spain
537,38,0,6,141786.78,1,0,1,147797.54,1,0,Spain
850,41,0,3,136416.82,1,0,1,57844.26,0,1,France
513,30,0,5,0.0,2,1,0,162523.66,0,1,France
618,40,0,1,133245.52,2,1,1,54495.82,1,0,Germany
802,41,0,4,90757.64,2,0,1,169183.66,1,0,Germany
547,43,0,1,92350.36,1,0,1,80262.91,0,1,France
613,69,0,9,78778.49,1,0,1,8751.59,0,1,Germany
592,34,0,6,102143.93,2,1,1,102628.98,1,0,Germany
546,29,0,5,0.0,1,1,1,94823.95,0,1,France
721,37,0,4,98459.6,1,0,0,90821.66,0,1,Germany
671,47,1,7,114603.76,2,1,0,153194.32,1,0,Germany
624,35,0,2,0.0,2,1,0,87310.59,0,1,Spain
751,51,1,7,148074.79,1,1,0,146411.41,1,0,Germany
636,36,1,1,0.0,3,1,1,74048.1,0,1,Spain
607,62,1,8,108004.64,1,1,1,23386.77,1,0,Spain
509,29,0,0,107712.57,2,1,1,92898.17,1,0,Germany
653,35,0,9,0.0,2,1,1,45956.05,0,1,Spain
709,37,0,8,0.0,3,1,0,71738.56,1,0,Spain
559,32,0,9,145303.52,1,1,0,103560.98,0,1,France
684,37,0,4,138476.41,2,1,1,52367.29,0,1,Germany
635,27,1,8,127471.56,1,1,1,152916.05,1,0,France
709,26,0,6,156551.63,1,0,1,4410.77,0,1,France
656,49,1,9,97092.87,1,1,0,74771.22,1,0,Germany
793,32,1,2,0.0,2,1,0,193817.63,0,1,France
609,37,0,5,129312.79,1,1,1,26793.82,0,1,Spain
618,29,0,10,100315.1,2,1,1,32526.64,1,0,Germany
850,35,0,6,81684.97,1,1,0,824.0,1,0,France
669,51,1,3,88827.53,1,0,0,85250.77,0,1,Spain
594,40,0,0,152092.44,2,1,1,83508.93,0,1,Germany
616,71,0,4,0.0,2,1,1,173599.38,0,1,Spain
676,49,1,1,0.0,1,1,0,79342.31,1,0,France
608,38,0,9,102406.76,1,0,1,57600.66,1,0,Spain
710,21,0,4,109130.96,2,1,1,56191.99,0,1,France
695,29,0,5,0.0,2,1,1,6770.44,0,1,France
530,33,0,9,75242.28,1,0,1,101694.67,0,1,Germany
509,29,0,1,0.0,2,1,0,69113.14,0,1,Spain
517,45,1,4,0.0,1,0,0,172674.36,1,0,France
758,33,0,0,129142.54,2,1,1,26606.28,0,1,Germany
665,51,0,2,0.0,1,0,0,53353.36,0,1,France
631,22,0,6,139129.92,1,1,1,63747.51,1,0,Germany
576,33,0,3,0.0,2,0,1,190112.05,0,1,Spain
544,22,0,3,66483.32,1,0,1,110317.39,0,1,Spain
596,40,1,5,62389.03,3,1,0,148623.43,0,1,Germany
481,34,0,5,0.0,2,1,1,125253.46,1,0,France
498,46,1,1,91857.66,1,1,0,101954.78,0,1,France
512,31,0,6,0.0,2,1,0,168462.26,0,1,Spain
594,56,1,7,0.0,1,1,0,26215.85,1,0,France
570,30,1,10,176173.52,1,1,0,97045.32,1,0,France
721,38,0,7,0.0,1,0,1,53534.8,0,1,Spain
453,37,0,4,131834.76,2,1,0,8949.2,1,0,France
562,48,0,3,92347.96,1,1,1,163116.75,0,1,France
682,40,0,4,0.0,2,1,1,140745.91,0,1,France
748,40,0,3,95297.11,1,0,0,171515.84,0,1,France
729,32,0,9,0.0,2,0,0,150803.44,1,0,France
663,39,0,4,0.0,1,1,0,76884.05,0,1,France
735,53,1,8,123845.36,2,0,1,170454.93,1,0,France
627,62,0,3,143426.34,2,1,1,143104.3,0,1,Germany
713,46,0,5,0.0,1,1,1,55701.62,0,1,France
562,31,0,2,112708.2,1,0,1,186370.3,0,1,Germany
632,43,0,2,100013.51,1,1,0,24275.32,0,1,France
479,33,1,2,208165.53,1,0,0,50774.81,1,0,France
658,21,0,7,0.0,2,0,1,154279.87,0,1,Spain
598,40,1,9,0.0,1,1,0,68462.59,1,0,France
597,19,0,2,0.0,2,1,1,91036.74,0,1,France
512,33,0,6,121685.31,2,1,1,83681.97,1,0,France
704,39,0,2,111525.02,1,1,0,199484.96,0,1,France
474,26,0,6,0.0,2,0,0,152491.22,0,1,France
604,36,0,10,113546.3,1,1,1,134875.37,0,1,Germany
683,41,0,6,95696.52,2,1,1,184366.14,0,1,France
537,28,0,0,88963.31,2,1,1,189839.93,0,1,France
794,31,0,0,144880.34,2,0,1,175643.44,0,1,Spain
732,55,1,9,136576.02,1,0,1,3268.17,0,1,France
495,38,0,2,63093.01,1,1,1,47089.72,1,0,France
552,38,0,10,132271.12,2,1,1,46562.02,0,1,Germany
602,29,0,3,88814.4,2,1,1,62487.97,1,0,France
607,40,0,5,90594.55,1,0,1,181598.25,0,1,Germany
675,33,1,0,141816.25,1,1,0,64815.05,1,0,Germany
443,54,1,3,138547.97,1,1,1,70196.23,1,0,France
727,31,0,2,52192.08,2,0,1,160383.47,1,0,France
482,38,0,4,124976.19,1,1,0,35848.12,0,1,France
686,34,0,1,0.0,2,1,0,87278.48,1,0,France
588,35,0,3,104356.38,1,1,0,94498.82,0,1,Germany
605,48,0,10,150315.92,1,0,1,133486.36,1,0,Spain
583,39,0,1,129299.28,2,1,0,73107.6,0,1,France
738,37,0,7,140950.92,2,1,0,195333.98,0,1,Germany
744,30,0,1,128065.12,1,1,0,121525.48,0,1,Spain
781,23,0,2,107433.48,1,1,0,173843.21,0,1,France
699,34,0,2,117468.67,1,1,0,185227.42,0,1,France
639,27,0,2,0.0,2,0,0,125244.18,1,0,France
583,27,0,4,0.0,3,1,0,163113.41,1,0,France
587,42,0,1,0.0,1,0,0,123006.91,0,1,France
694,40,0,9,0.0,2,1,0,40463.03,0,1,France
570,29,1,4,153040.03,1,1,1,131363.57,1,0,France
692,45,1,6,142084.04,4,1,0,188305.85,0,1,Germany
511,30,0,5,0.0,2,1,0,143994.86,1,0,France
788,32,0,4,112079.58,1,0,0,89368.59,0,1,France
526,66,0,7,132044.6,2,1,1,158365.89,0,1,Spain
749,46,1,9,66582.81,1,1,0,78753.12,1,0,Spain
691,33,0,6,0.0,2,1,1,100408.31,1,0,France
481,39,0,6,0.0,1,1,1,24677.54,1,0,France
752,33,0,4,0.0,2,1,1,39570.78,0,1,France
658,38,0,6,102895.1,1,0,0,155665.76,1,0,France
679,42,0,2,0.0,1,1,1,168294.27,0,1,Spain
754,27,0,7,117578.35,2,0,1,87908.01,0,1,Germany
679,47,1,10,198546.1,2,1,0,191198.92,0,1,France
633,39,0,2,0.0,2,0,0,191207.03,1,0,Spain
674,31,0,1,0.0,1,1,0,128954.05,1,0,France
600,28,0,2,116623.31,1,0,1,59905.29,0,1,Germany
645,49,0,8,0.0,2,1,0,162012.6,0,1,Spain
698,36,0,6,0.0,2,0,1,19231.98,0,1,France
508,54,0,10,0.0,1,1,1,175749.36,0,1,Spain
555,44,1,3,105770.7,3,1,0,60533.96,1,0,France
751,48,1,9,0.0,1,1,0,137508.42,1,0,France
738,39,0,1,94435.45,2,0,1,189430.86,1,0,France
706,39,0,8,112889.91,1,0,1,6723.66,1,0,Germany
595,53,1,7,0.0,2,1,0,41371.68,1,0,France
577,43,1,3,127940.47,1,0,0,125140.72,1,0,Germany
578,36,0,8,129745.1,1,1,1,143683.75,1,0,Germany
699,32,0,3,0.0,2,1,1,170770.44,0,1,France
826,30,0,5,0.0,2,0,1,157397.57,1,0,France
656,46,1,7,141535.52,1,1,0,50595.15,1,0,Germany
556,47,0,2,139914.27,1,1,1,50390.98,1,0,France
569,41,1,4,120243.49,1,1,0,163150.03,0,1,France
765,34,0,9,91835.16,1,0,0,138280.17,0,1,France
544,37,0,2,0.0,2,0,0,135067.02,0,1,Spain
588,22,1,9,67178.19,1,1,1,163534.75,1,0,Spain
740,31,0,8,0.0,2,0,0,86657.48,1,0,Spain
850,38,0,7,115378.94,1,0,1,162087.82,0,1,Spain
766,30,0,4,127786.28,2,1,1,28879.3,0,1,Germany
849,41,1,6,0.0,2,1,1,169203.51,1,0,France
612,33,0,0,64900.32,2,1,0,102426.12,1,0,France
517,53,1,0,109172.88,1,1,0,54676.1,0,1,Germany
645,55,0,7,0.0,2,1,1,18369.33,1,0,France
696,43,0,4,114091.38,1,0,1,159888.1,0,1,Germany
716,40,0,3,0.0,2,0,1,167636.15,1,0,France
590,32,0,9,0.0,2,1,0,138889.15,0,1,France
656,45,0,7,145933.27,1,1,1,199392.14,1,0,France
473,35,0,7,131504.73,1,1,0,189560.43,1,0,Germany
742,44,1,8,107926.02,1,0,1,17375.27,1,0,Germany
834,57,1,8,112281.6,3,1,0,140225.14,1,0,Germany
721,41,0,7,0.0,2,0,1,61018.85,0,1,France
590,29,1,10,0.0,1,1,1,51907.72,0,1,Spain
516,31,0,7,0.0,1,1,0,47018.75,1,0,Spain
850,33,0,0,124781.67,1,0,1,33700.52,0,1,France
748,39,1,9,132865.56,1,1,1,59636.43,1,0,France
798,38,0,4,129055.13,1,1,0,157147.59,1,0,Germany
612,76,0,6,96166.88,1,1,1,191393.26,0,1,Germany
540,40,0,3,165298.12,1,0,1,199862.75,1,0,France
719,33,0,7,0.0,2,1,0,20016.59,1,0,Spain
598,48,1,6,120682.53,1,1,0,30635.52,0,1,France
796,32,0,5,102773.15,2,0,1,117832.88,0,1,Spain
579,42,1,0,144386.32,1,1,1,22497.1,0,1,Germany
850,40,0,7,104449.8,1,1,1,747.88,1,0,Germany
599,35,0,6,137102.65,1,0,0,76870.81,0,1,Spain
724,30,0,9,142475.87,1,1,1,107848.24,1,0,France
508,43,0,9,0.0,1,1,0,103726.71,1,0,France
773,37,0,2,103195.2,2,1,0,178268.36,0,1,Spain
526,28,0,1,112070.44,1,0,1,126281.83,0,1,France
542,29,0,7,0.0,2,0,1,196651.72,1,0,France
470,35,0,1,96473.59,1,0,0,5962.3,0,1,France
805,37,0,5,0.0,2,1,0,21928.81,0,1,Spain
548,49,1,9,108437.89,1,0,0,127022.87,0,1,Germany
672,37,0,5,153195.59,1,1,1,162763.01,0,1,France
773,45,0,8,96877.21,1,1,1,113950.51,0,1,France
614,44,0,6,0.0,2,0,1,104930.46,0,1,France
537,38,1,10,0.0,1,0,0,52337.97,1,0,France
704,40,0,6,95452.89,1,0,1,179964.55,1,0,France
586,41,0,3,63873.56,1,1,0,83753.64,0,1,Spain
677,24,0,0,148298.59,2,0,0,182913.95,1,0,France
558,31,0,7,0.0,2,1,0,166720.28,1,0,Spain
634,37,0,7,143258.85,2,1,0,192721.98,1,0,Germany
655,37,0,9,121342.24,1,1,1,180241.44,0,1,Germany
619,28,0,6,99152.73,2,1,0,48475.12,1,0,Germany
662,41,0,4,0.0,2,1,0,126551.48,1,0,France
705,33,0,7,68423.89,1,1,1,64872.55,0,1,Spain
527,35,1,8,0.0,1,1,0,98031.53,1,0,Spain
630,25,0,7,79656.81,1,1,0,93524.22,1,0,Germany
850,35,0,2,0.0,2,1,1,56991.66,0,1,France
668,53,1,10,110240.04,1,0,0,183980.56,1,0,France
573,32,0,9,125321.84,2,1,1,130234.63,1,0,France
680,27,0,3,0.0,1,1,0,32454.26,0,1,France
758,32,0,2,84378.9,1,1,1,75396.43,1,0,France
597,45,0,7,0.0,2,0,0,167756.45,0,1,France
580,35,0,10,136281.41,2,1,1,24799.47,0,1,Germany
622,59,0,5,119380.37,1,1,1,60429.43,0,1,France
638,62,0,4,108716.59,2,1,1,74241.09,0,1,Germany
640,20,0,4,0.0,2,0,1,78310.82,1,0,France
644,28,0,0,0.0,2,1,0,119419.37,0,1,Spain
753,31,0,6,106596.29,1,0,0,91305.77,1,0,France
629,37,1,10,99546.25,3,0,1,25136.95,1,0,France
775,30,1,5,0.0,1,1,0,193880.6,1,0,France
701,41,0,2,0.0,1,1,0,47856.78,1,0,France
708,19,0,7,112615.86,1,1,1,4491.77,0,1,Spain
521,22,0,10,0.0,1,1,1,101311.95,1,0,Spain
636,24,0,9,0.0,2,0,1,38830.72,1,0,France
529,31,0,5,0.0,2,1,0,26817.23,1,0,France
757,28,0,3,75381.15,1,1,1,199727.72,0,1,France
767,24,0,5,0.0,2,1,1,67445.85,1,0,Spain
525,33,0,5,0.0,2,1,0,161002.29,0,1,Spain
759,38,0,1,0.0,2,1,0,20778.39,0,1,Spain
520,45,1,1,123086.39,1,1,1,41042.4,1,0,Germany
738,26,0,3,0.0,2,1,0,67484.16,1,0,France
548,37,0,4,0.0,1,1,0,121763.68,0,1,Spain
535,48,1,9,109472.47,1,1,0,157358.43,0,1,Spain
615,59,0,4,155766.05,1,1,1,110275.17,0,1,Spain
850,38,0,7,101985.81,2,0,0,43801.27,0,1,Germany
487,34,0,2,96019.5,1,0,0,9085.0,1,0,France
731,30,0,7,0.0,2,0,1,143086.09,0,1,France
726,35,0,9,0.0,2,0,1,100556.98,1,0,Spain
609,35,0,2,147900.43,1,1,0,140000.29,1,0,France
714,52,0,4,100755.66,1,1,1,186775.25,0,1,France
694,35,1,7,0.0,1,1,0,133570.43,1,0,Spain
786,33,1,0,83036.05,1,0,1,154990.58,1,0,France
698,27,0,6,125427.37,2,0,0,27654.44,0,1,Spain
601,46,0,3,98202.76,1,0,0,137763.93,1,0,France
769,41,0,1,72509.91,1,1,0,25723.73,0,1,Spain
850,44,0,3,140393.65,2,0,1,186285.52,0,1,Germany
646,50,1,5,142644.64,2,1,1,142208.5,1,0,Spain
659,44,1,9,23503.31,1,0,1,169862.01,1,0,France
487,33,0,8,145729.71,1,1,0,41365.85,0,1,Spain
740,40,0,2,122295.17,2,1,1,30812.84,1,0,Germany
686,39,0,4,0.0,2,1,0,155023.93,0,1,France
612,36,0,5,119799.27,2,1,0,159416.58,1,0,Spain
655,37,0,8,163708.58,2,0,0,76259.23,0,1,Spain
617,34,0,1,61687.33,2,1,0,105965.25,0,1,France
674,27,0,4,79144.34,1,0,1,50743.83,1,0,France
711,32,0,5,0.0,2,1,1,147720.27,0,1,Spain
624,27,0,7,104848.68,1,1,1,167387.36,1,0,Germany
597,26,0,5,0.0,2,0,1,95159.13,0,1,Spain
682,46,0,4,0.0,1,1,1,4654.28,0,1,Spain
775,45,0,8,0.0,1,1,0,130376.68,0,1,France
727,29,0,1,146652.01,1,1,1,173486.39,1,0,France
629,31,0,6,0.0,2,1,0,93881.75,0,1,France
684,46,0,0,0.0,2,1,1,36376.97,0,1,France
549,37,0,1,130622.34,2,1,1,128499.94,1,0,Germany
593,69,0,2,187013.13,2,0,1,105898.69,0,1,Germany
536,40,0,9,0.0,2,1,1,11959.03,0,1,Spain
707,36,0,6,0.0,1,0,0,98810.78,1,0,France
592,41,0,0,0.0,2,1,0,65906.07,0,1,Spain
703,44,0,6,98862.54,1,1,0,151516.7,0,1,France
723,45,0,4,0.0,2,1,0,37214.39,1,0,Spain
452,52,0,1,98443.14,2,0,0,92033.98,0,1,Germany
552,42,0,4,0.0,2,0,0,195692.3,0,1,Spain
633,47,1,0,0.0,1,1,1,6342.84,1,0,France
479,23,0,9,123575.51,1,0,1,95148.28,1,0,Germany
768,25,0,6,0.0,2,1,1,21215.67,0,1,France
742,31,0,4,105239.1,1,1,1,19700.24,0,1,France
668,56,1,9,110993.79,1,1,0,134396.64,0,1,Germany
707,44,0,3,0.0,2,1,1,135077.01,0,1,Spain
754,39,1,7,157691.98,2,1,0,133600.89,0,1,Spain
544,47,1,5,105245.21,1,0,0,99922.08,0,1,Germany
718,32,0,8,0.0,2,1,1,41399.33,0,1,Spain
762,31,0,7,117687.35,1,1,1,159344.43,0,1,France
772,23,0,2,0.0,2,1,0,18364.19,0,1,France
691,37,1,7,123067.63,1,1,1,98162.44,1,0,Germany
502,45,0,0,0.0,1,0,0,84663.21,0,1,France
563,34,0,6,0.0,2,0,0,36536.93,1,0,France
676,41,0,4,101457.14,1,1,1,79101.67,1,0,France
576,52,0,2,100549.43,2,1,1,16644.16,0,1,Spain
629,35,0,4,174588.8,2,0,1,158420.14,0,1,Spain
625,52,0,8,121161.57,1,1,0,48988.28,0,1,Spain
628,45,0,9,0.0,2,1,1,96862.56,0,1,France
471,36,0,5,90063.74,2,1,1,96366.7,1,0,Germany
811,45,0,5,0.0,2,1,1,146123.19,1,0,France
504,42,0,3,134936.97,2,0,0,135178.91,0,1,France
687,24,0,3,110495.27,1,1,0,158615.41,1,0,France
660,37,0,2,133200.09,1,0,0,71433.88,1,0,Germany
548,41,0,4,82596.8,1,0,1,55672.09,1,0,France
609,31,0,9,103837.75,1,1,1,150218.11,0,1,Germany
659,42,1,2,0.0,1,0,0,162734.31,1,0,Spain
526,52,1,8,93590.47,1,0,1,21228.71,0,1,France
725,40,0,8,104149.66,1,1,0,62027.9,0,1,Germany
519,38,1,1,114141.64,1,1,1,60988.21,0,1,Germany
562,31,0,9,117153.0,1,1,1,108675.01,1,0,Germany
482,45,1,7,156353.46,1,1,0,72643.95,0,1,Germany
535,37,0,3,175534.78,2,1,1,9241.52,0,1,Spain
561,27,1,9,135637.0,1,1,0,153080.4,1,0,France
661,30,0,7,0.0,2,1,0,72196.57,1,0,France
771,27,0,2,0.0,2,1,1,199527.34,0,1,France
545,26,0,7,0.0,2,0,1,156598.23,0,1,France
850,33,0,2,83415.04,1,0,1,74917.64,1,0,Germany
601,43,0,3,141859.12,2,1,1,111249.62,0,1,Germany
712,38,0,7,132767.66,2,1,1,59115.77,0,1,Germany
589,31,0,10,110635.32,1,1,0,148218.86,1,0,France
600,37,0,8,177657.35,1,1,1,77142.32,0,1,Spain
642,41,0,4,157777.58,1,1,0,67484.6,0,1,Germany
575,47,1,9,107915.94,2,1,1,63452.18,0,1,Germany
570,57,0,5,86568.75,1,0,1,103660.31,1,0,Germany
532,52,1,9,137755.76,1,1,0,163191.99,0,1,Germany
796,30,0,2,137262.71,2,1,0,62905.29,0,1,France
833,32,1,6,0.0,1,1,1,44323.22,0,1,Spain
642,36,0,6,0.0,2,1,1,97938.59,1,0,Spain
655,28,0,10,0.0,2,0,1,126565.21,0,1,France
736,50,1,9,116309.01,1,1,0,185360.4,0,1,Germany
617,34,0,0,131244.65,2,1,0,183229.02,1,0,France
762,28,0,3,125155.83,2,1,1,106024.02,0,1,Germany
703,35,0,5,140691.08,2,1,0,167810.26,0,1,Germany
507,41,0,3,58820.32,2,1,1,138536.09,0,1,France
581,26,1,3,105099.45,1,1,1,184520.0,1,0,Germany
593,31,0,9,0.0,2,0,1,20492.16,0,1,France
648,23,0,9,168372.52,1,1,0,134676.72,0,1,France
462,34,0,1,94682.56,2,1,0,138478.2,0,1,Germany
596,36,0,2,0.0,2,0,1,125557.95,0,1,Spain
627,44,1,5,0.0,2,1,0,82969.61,1,0,France
494,40,0,7,0.0,2,0,1,158071.69,0,1,France
627,73,0,0,146329.73,1,0,1,43615.67,0,1,France
850,37,0,2,0.0,2,1,0,119969.99,0,1,Spain
632,49,0,5,167962.7,1,0,0,140201.21,1,0,France
490,33,0,1,0.0,2,1,1,80792.83,0,1,France
715,40,0,7,0.0,1,1,1,141359.11,0,1,France
679,48,0,8,0.0,2,1,0,23344.94,0,1,France
619,44,1,3,116967.68,1,1,0,5075.17,0,1,France
465,33,0,6,0.0,2,1,1,95500.98,1,0,Spain
736,32,0,7,0.0,1,0,1,79082.62,0,1,Spain
501,34,0,7,93244.42,1,0,1,199805.63,1,0,Germany
535,29,0,5,0.0,2,0,1,52709.55,1,0,France
759,33,0,2,0.0,2,1,0,56583.88,1,0,France
819,35,0,1,0.0,2,0,1,3385.04,0,1,France
533,43,0,4,80442.06,2,0,1,12537.42,0,1,Germany
632,35,0,2,150561.03,2,0,0,64722.61,1,0,Germany
686,60,1,9,0.0,3,1,1,75246.21,0,1,France
687,34,0,9,125474.44,1,1,0,198929.84,1,0,France
667,33,0,4,127076.68,2,1,0,69011.66,1,0,Germany
699,25,0,8,0.0,2,1,1,52404.47,1,0,Spain
497,37,0,8,128650.11,2,1,1,163641.53,0,1,Spain
780,33,0,6,145580.61,1,1,1,154598.56,1,0,Spain
652,51,1,3,0.0,1,1,0,173989.47,1,0,France
477,47,1,9,144900.58,1,1,0,61315.37,0,1,France
652,37,0,4,0.0,2,1,0,143393.24,1,0,France
488,31,0,8,97588.6,1,0,0,124210.53,1,0,France
572,24,0,1,0.0,2,1,1,151460.84,0,1,France
755,38,0,1,0.0,2,1,0,20734.81,1,0,France
779,24,0,10,122200.31,2,1,0,43705.56,1,0,Germany
693,46,0,3,151709.33,1,1,0,180736.24,1,0,Spain
530,22,0,7,0.0,2,1,0,104170.48,1,0,Spain
738,33,0,3,122134.4,2,0,1,27867.59,1,0,Spain
690,31,0,2,137260.45,2,1,0,55387.28,0,1,Germany
611,30,0,9,88594.14,1,1,0,196332.45,1,0,France
643,34,0,6,0.0,2,1,1,116046.22,0,1,Spain
632,41,1,8,127205.32,4,1,0,93874.87,0,1,Germany
727,31,0,10,96997.09,2,0,0,76614.04,1,0,Spain
508,64,0,2,0.0,1,1,1,6076.62,1,0,France
550,31,0,5,142200.19,2,1,1,122221.71,0,1,France
754,39,0,3,160761.41,1,1,1,24156.03,1,0,Germany
759,26,0,4,0.0,2,1,0,135394.62,0,1,France
794,33,0,8,0.0,2,0,0,91340.02,0,1,Spain
549,29,0,3,0.0,2,1,0,146090.38,0,1,France
671,31,0,0,116234.61,1,1,0,172096.08,0,1,France
756,26,1,5,155143.52,1,0,1,135034.57,1,0,Germany
632,21,0,1,0.0,2,1,0,84008.66,1,0,France
579,38,0,8,0.0,2,0,0,91763.67,0,1,France
748,34,0,5,84009.47,1,1,1,137001.1,0,1,France
488,28,0,7,139246.22,2,1,0,106799.49,1,0,Germany
710,58,0,7,170113.0,2,0,1,10494.64,0,1,Germany
619,41,1,8,0.0,3,1,1,79866.73,1,0,Spain
773,64,0,2,145578.28,1,0,1,186172.85,0,1,France
657,75,0,7,126273.95,1,0,1,91673.6,0,1,Spain
579,26,0,10,162482.76,1,1,1,18458.2,1,0,France
542,29,0,9,0.0,1,1,0,8342.35,0,1,France
709,32,0,2,87814.89,1,1,0,138578.37,1,0,France
617,61,0,3,113858.95,1,1,1,38129.22,0,1,Spain
568,43,1,5,87612.64,4,1,1,107155.4,0,1,Germany
769,73,0,1,0.0,1,1,1,29792.11,1,0,France
608,26,0,1,106648.98,1,0,1,7063.6,0,1,Germany
503,31,0,4,0.0,2,1,1,21645.06,0,1,Spain
608,38,0,8,103653.51,2,1,1,137079.86,1,0,Germany
731,37,1,3,116880.53,1,0,0,172718.35,0,1,Germany
850,40,0,4,97990.49,2,0,0,106691.02,1,0,Germany
591,34,0,4,150635.3,1,1,1,72274.84,1,0,Germany
579,37,0,4,0.0,2,1,1,32246.63,0,1,Spain
570,39,0,10,129674.89,2,1,0,80552.36,0,1,France
709,37,0,9,0.0,2,1,0,16733.59,1,0,France
611,53,0,3,83568.26,1,0,0,1235.49,0,1,France
775,48,1,4,178144.91,2,0,0,50168.41,0,1,Spain
699,36,0,6,147137.74,1,1,1,33687.9,0,1,Germany
618,37,1,5,0.0,1,0,1,178705.45,0,1,France
704,36,0,3,114370.41,1,0,1,66810.48,0,1,France
835,47,1,5,108289.28,2,1,1,45859.55,1,0,Germany
714,39,0,3,149887.49,2,1,0,63846.36,0,1,Germany
581,43,0,4,170172.9,1,0,1,100236.02,1,0,Spain
592,27,0,3,0.0,2,1,1,19645.65,0,1,France
551,43,0,7,0.0,2,1,0,178393.68,0,1,France
689,28,0,2,64808.32,2,0,0,78591.15,1,0,Germany
604,56,0,0,62732.65,1,0,1,124954.56,1,0,France
514,41,0,7,0.0,2,1,1,3756.65,1,0,France
698,29,0,5,95167.55,1,1,1,152723.23,0,1,France
581,54,1,2,152508.99,1,1,0,187597.98,1,0,Germany
573,31,0,0,134644.19,1,1,1,70381.49,0,1,Germany
449,33,0,8,0.0,2,0,0,156792.89,1,0,Spain
850,31,0,3,51293.47,1,0,0,35534.68,1,0,Germany
612,41,0,5,0.0,3,0,0,151256.22,0,1,France
690,49,0,8,116622.73,1,0,1,51011.29,0,1,Spain
599,49,0,2,0.0,2,1,0,111190.53,1,0,Spain
498,33,0,1,198113.86,1,1,0,69664.35,0,1,France
497,29,1,4,85646.81,1,0,0,63233.02,1,0,France
802,51,0,7,0.0,1,0,1,40855.79,0,1,Spain
644,33,0,9,141234.98,1,1,0,95673.05,0,1,France
714,34,0,10,0.0,2,1,1,80234.14,0,1,France
690,40,1,9,77641.99,1,0,0,189051.59,1,0,France
522,30,0,3,0.0,2,1,0,145490.85,0,1,Spain
502,40,0,7,117304.29,1,0,0,196278.32,1,0,Germany
730,62,0,2,0.0,2,1,1,162889.1,1,0,Spain
