Concentration Coeff (Mean),Concentration Coeff (SD),Shannon's Entropy (Mean),Shannon's Entropy (SD),Attr-to-Inst Ratio,Canonical Corr (Mean),Canonical Corr (SD),Correlation (Mean),Correlation (SD),Covariance (Mean),Covariance (SD),Eigenvalues (Mean),Eigenvalues (SD),Inst-to-Attr Ratio,IQ Range (Mean),IQ Range (SD),Kurtosis (Mean),Kurtosis (SD),Median Abs Dev (Mean),Median Abs Dev (SD),Mean (Mean),Mean (SD),Median (Mean),Median (SD),Num Attr,Num Binary Attr,Num Correlated Attr,Num Instances,Num Outliers,SD (Mean),SD (SD),Skewness (Mean),Skewness (SD),Sparsity (Mean),Sparsity (SD),Ave Num Feat per PCA Dim,Ave Num PCA Dim per Point,PCA-to-Orig Dim Ratio,Trimmed Mean (Mean),Trimmed Mean (SD),Variance (Mean),Variance (SD),1-Itemset Min,1-Itemset Q1,1-Itemset Q2,1-Itemset Q3,1-Itemset Max,2-Itemset Min,2-Itemset Q1,2-Itemset Q2,2-Itemset Q3,2-Itemset Max,best_dist_metric_ari,best_dist_metric_dbs
0.076148091,0.09123872,2,0,0.1,0.53582386,0.322741371,0.224274147,0.267366607,0.014431414,0.01567609,0.073853717,0.070565794,10,0.439835612,0.114955365,-0.841809134,0.618352624,0.325514402,0.093013963,0.484988435,0.064410568,0.487721606,0.094809726,10,0,0.2,100,1,0.268728595,0.042670045,0.158905806,0.410091895,0,0,0.1,0.06,0.6,0.477331511,0.085311846,0.073853717,0.022228027,0.25,0.25,0.25,0.25,0.25,0.06,0.34,0.38,0.4,0.5,manhattan,chebyshev
0.027183784,0.011163967,2,0,1,0.999795509,0.322741371,0.08204469,0.065977473,0.006836128,0.005305173,0.084220178,0.087271559,1,0.48681925,0.068086903,-1.130325288,0.423583608,0.363034243,0.050548838,0.493787762,0.042573512,0.491397166,0.061068237,100,0,0.001818182,100,3,0.289431331,0.021312545,0.024792462,0.222998086,0,0,1,0.6,0.6,0.493560876,0.052996698,0.084220178,0.011364153,0.25,0.25,0.25,0.25,0.25,0.1,0.36,0.38,0.4,0.5,euclidean,euclidean
0.033987824,0.043546204,2,0,0.25,0.666128728,0.322741371,0.095820876,0.115005534,0.007328278,0.007560351,0.081410704,0.055159731,4,0.474418875,0.096939643,-1.032048429,0.541108204,0.348469861,0.071704799,0.477460432,0.057242321,0.468324063,0.080395219,25,0,0.016666667,100,3,0.283591139,0.032060654,0.123817727,0.312692497,0,0,0.25,0.19,0.76,0.472076273,0.071008241,0.081410704,0.016607079,0.25,0.25,0.25,0.25,0.25,0.12,0.34,0.38,0.4,0.5,euclidean,chebyshev
0.028816107,0.013236647,2,0,0.5,0.642867282,0.322741371,0.084607319,0.082439284,0.006669515,0.00579549,0.080840131,0.063818156,2,0.462291596,0.075619697,-1.046564479,0.513755443,0.345385907,0.060635469,0.484511558,0.046704707,0.473489837,0.065551178,50,0,0.007346939,100,3,0.283234466,0.025119477,0.102481633,0.274702103,0,0,0.5,0.37,0.74,0.479063255,0.057614963,0.080840131,0.013062211,0.25,0.25,0.25,0.25,0.25,0.02,0.34,0.38,0.4,0.5,manhattan,chebyshev
0.047674679,0.067098825,2.584869919,0,0.04,0.390673164,0.322741371,0.175961903,0.270708263,0.009961888,0.014572619,0.067537625,0.060056251,25,0.406485745,0.119782653,-0.571294172,1.038136636,0.296032694,0.102162118,0.466119555,0.077808942,0.447186838,0.10447677,10,0,0.177777778,250,3,0.256007692,0.047113183,0.295256954,0.51970005,1.61E-06,5.10E-06,0.04,0.024,0.6,0.4557279,0.095066427,0.067537625,0.02319354,0.164,0.164,0.168,0.168,0.168,0.056,0.264,0.28,0.292,0.336,manhattan,chebyshev
0.019069353,0.005380541,2.584869919,8.93E-16,0.4,0.721850471,0.322741371,0.051465999,0.046903306,0.004249205,0.003493064,0.0836634,0.055879845,2.5,0.496425448,0.060445358,-1.147800663,0.423182273,0.368293097,0.045854113,0.494751492,0.035106506,0.494690524,0.048421889,100,0,0.001616162,250,3,0.288611037,0.019255566,0.033289994,0.20945746,0,0,0.4,0.32,0.8,0.493434114,0.043453718,0.0836634,0.00985288,0.164,0.164,0.168,0.168,0.168,0.04,0.264,0.28,0.288,0.336,euclidean,manhattan
0.020115394,0.006227931,2.584869919,0,0.1,0.491070018,0.322741371,0.070635131,0.119083632,0.004834379,0.006401911,0.077579666,0.043819275,10,0.461641861,0.088165526,-0.969208597,0.730091532,0.342225586,0.067050409,0.478524054,0.051584293,0.472124149,0.063948859,25,0,0.026666667,250,3,0.276202836,0.036680757,0.121618944,0.309711337,0,0,0.1,0.08,0.8,0.474186522,0.060187685,0.077579666,0.017738436,0.164,0.164,0.168,0.168,0.168,0.056,0.268,0.28,0.288,0.336,euclidean,euclidean
0.020744488,0.005418305,2.584869919,0,0.2,0.532364372,0.322741371,0.054152062,0.067898249,0.004182711,0.004253854,0.080251032,0.04387456,5,0.47903622,0.067805426,-1.070810411,0.535667659,0.354597289,0.05235702,0.489468911,0.045397686,0.484646135,0.057735709,50,0,0.006530612,250,3,0.282294747,0.023919678,0.062264172,0.262900856,0,0,0.2,0.168,0.84,0.487321781,0.054922837,0.080251032,0.012091243,0.164,0.164,0.168,0.168,0.168,0.056,0.268,0.28,0.288,0.336,manhattan,chebyshev
0.036503646,0.055676626,2.80732032,4.68E-16,0.02,0.412594971,0.322741371,0.183115811,0.2665027,0.009052863,0.012735038,0.063504759,0.055752712,50,0.398663229,0.137199687,-0.520736797,1.189566968,0.292078385,0.10780654,0.44834731,0.098312153,0.439330698,0.120590149,10,0,0.177777778,500,3,0.245968833,0.057774396,0.280658308,0.537631341,0,0,0.02,0.012,0.6,0.441685762,0.112539486,0.063504759,0.026515087,0.142,0.142,0.142,0.144,0.144,0.052,0.236,0.246,0.254,0.288,manhattan,chebyshev
0.012437913,0.005648462,2.80732032,0,0.2,0.595902341,0.322741371,0.035493694,0.03812197,0.002856508,0.002495389,0.082084028,0.0394711,5,0.489423808,0.056158065,-1.134816629,0.378447588,0.362401477,0.04316469,0.493516648,0.033119883,0.491098207,0.042091908,100,0,0.001414141,500,3,0.285561136,0.023330424,0.035150727,0.178037328,3.21E-07,1.10E-06,0.2,0.17,0.85,0.492348881,0.038654641,0.082084028,0.010928553,0.142,0.142,0.142,0.144,0.144,0.028,0.238,0.246,0.252,0.288,euclidean,manhattan
0.011855164,0.002827434,2.80732032,0,0.05,0.462938006,0.322741371,0.055308134,0.119086808,0.003615046,0.005981636,0.076443477,0.039092004,20,0.458993393,0.090580904,-0.981687265,0.604347047,0.339086464,0.070166932,0.480075328,0.050752941,0.473628326,0.066222921,25,0,0.03,500,3,0.274186669,0.036302375,0.122901503,0.307226438,1.61E-07,8.03E-07,0.05,0.04,0.8,0.475510822,0.0611594,0.076443477,0.01760549,0.142,0.142,0.142,0.144,0.144,0.068,0.238,0.246,0.252,0.288,euclidean,manhattan
0.014852118,0.025065153,2.80732032,4.49E-16,0.1,0.513608373,0.322741371,0.041824097,0.064818994,0.003170547,0.003713346,0.080385099,0.03684286,10,0.483053704,0.067167557,-1.104482065,0.380650743,0.356590233,0.052883237,0.487632373,0.039734562,0.483495625,0.053761889,50,0,0.007346939,500,2,0.282318628,0.026366559,0.056812941,0.214027609,1.61E-07,7.95E-07,0.1,0.086,0.86,0.485355856,0.04766481,0.080385099,0.012879976,0.142,0.142,0.142,0.144,0.144,0.06,0.238,0.246,0.252,0.288,manhattan,chebyshev
0.033704402,0.019774118,4.054838861,0.905660957,0.003057679,0.341314286,0.54877669,0.295508954,0.218766944,0.004024816,0.003735228,0.01345416,0.026642958,327.0454545,0.143640133,0.05592251,4.419546895,17.87669917,0.100785703,0.038351717,0.53512955,0.131189133,0.536554295,0.138988547,22,0,0.177489177,7195,22,0.112203003,0.030096837,-0.38234301,1.908033697,0.000176475,0.000826662,0.003057679,0.001528839,0.5,0.535545161,0.136383781,0.01345416,0.006917549,0.052536484,0.052536484,0.052675469,0.052675469,1,0.029742877,0.097567755,0.100347464,0.102988186,0.947463516,euclidean,manhattan
0.138930959,0.2030419,1.242076799,0.664707,0.064,0.192410509,0.322741371,0.323177092,0.224610993,0.05554578,0.046228752,0.175499715,0.218630424,15.625,0.587037037,0.461502458,-0.99594161,0.950122479,0.052165556,0.096770054,0.389350617,0.137756839,0.148148148,0.277159806,8,6,0.142857143,125,2,0.405714239,0.111589406,0.492917694,0.705888867,0.381699559,0.212006649,0.064,0.032,0.5,0.310283951,0.221091059,0.175499715,0.081427343,0.152,0.194,0.248,0.55,0.8,0,0.392,0.464,0.6,1,euclidean,chebyshev
0.08040597,0.051819574,4.577117641,0.089094387,0.00927457,0.714794648,0.605392363,0.489797803,0.269185866,0.004311368,0.005159034,0.009597767,0.076877796,107.8217054,0.092024732,0.069158023,1028.632996,2826.485457,0.061200548,0.049106713,0.409126947,0.381183278,0.402656643,0.399489759,129,0,0.503028101,13909,129,0.083601494,0.051273152,4.605676392,29.03080476,0.000130916,0.00148606,0.00927457,0.000431375,0.046511628,0.404505778,0.39577814,0.009597767,0.008908173,0.019626168,0.04162473,0.041696621,0.041696621,0.190797987,0.000862689,0.078504673,0.081308411,0.083033789,0.232566499,mahalanobis,manhattan
0.055872703,0.175786995,1.365235526,0.964382067,0.019,0.697457812,0.29334057,0.183255322,0.199540696,0.031381164,0.049266819,0.17474778,0.271501838,52.63157895,0.672826913,0.444377616,-0.501254848,2.44737484,0.02970666,0.059708467,0.421200056,0.150256427,0.367795576,0.436081331,19,15,0.087719298,1000,7,0.393538929,0.144841471,0.464573393,0.939040168,0.396541269,0.204988963,0.019,0.008,0.421052632,0.387130764,0.209525382,0.17474778,0.09568175,0.053,0.11025,0.114,0.484,0.914,0,0.216,0.475,0.526,1,mahalanobis,chebyshev
0.009069828,0.019031085,0.481790681,0.23000699,0.393548387,0.54609425,0.322741371,0.094119872,0.098327465,0.009123737,0.012666735,0.099162815,0.136000502,2.540983607,0.114754098,0.321370018,11.12229917,20.49856064,0,0,0.131147541,0.125227348,0.016393443,0.12803688,61,61,0.01420765,155,54,0.299513291,0.098041727,3.026558491,1.98876868,0.496753247,5.60E-17,0.393548387,0.206451613,0.524590164,0.039485281,0.141561924,0.099162815,0.060303151,0.006451613,0.091935484,0.5,0.908064516,0.993548387,0.025806452,0.206451613,0.5,0.793548387,0.974193548,manhattan,chebyshev
0.042649159,0.082570904,0.777154944,0.219819759,0.113636364,0.682845412,0.322741371,0.138972063,0.151000974,0.026835421,0.03352304,0.182188295,0.178478486,8.8,0.6,0.507092553,0.521645926,3.128751957,0,0,0.266666667,0.125701495,0,0,15,15,0.057142857,132,6,0.419111549,0.083669019,1.28456788,0.964035982,0.496183206,1.15E-16,0.113636364,0.075757576,0.666666667,0.165,0.142302495,0.182188295,0.066000769,0.090909091,0.333333333,0.5,0.666666667,0.909090909,0.151515152,0.409090909,0.5,0.590909091,0.848484848,manhattan,chebyshev
0.140223513,0.213094847,1.090972931,0.814409265,0.436363636,0.644252213,0.29334057,0.104588547,0.124548319,0.01020621,0.019539397,0.106608475,0.204075318,2.291666667,0.314350433,0.42156082,13.256413,33.10064008,0.03531717,0.077792444,0.404390162,0.309373353,0.390910844,0.44328127,72,46,0.014475743,165,50,0.297002634,0.136590759,0.954947923,3.612386161,0.331948724,0.225434696,0.436363636,0.157575758,0.361111111,0.393116549,0.391273336,0.106608475,0.081662406,0.006060606,0.2,0.215151515,0.587878788,1,0,0.315151515,0.4,0.624242424,1,mahalanobis,chebyshev
0.04512924,0.125341596,2.685659949,0.764614853,0.021138211,0.07857778,0.327741192,0.146850159,0.15207323,0.005532827,0.026743702,0.046446702,0.129757281,47.30769231,0.236395909,0.346396451,41.76389659,75.79073584,0.061034973,0.062719466,0.298980427,0.223496753,0.291548413,0.30520114,13,2,0.025641026,615,11,0.161003026,0.149114458,3.349522994,4.663852728,0.080173442,0.186024613,0.021138211,0.009756098,0.461538462,0.292490584,0.239056256,0.046446702,0.085207189,0.107317073,0.123577236,0.125203252,0.126829268,0.61300813,0,0.211382114,0.221138211,0.230894309,1,euclidean,euclidean
0.036248719,0.108795121,1.176559487,1.249017349,0.004109589,0.107540982,0.29334057,0.115888752,0.172451306,0.016486715,0.034055865,0.144457531,0.195454277,243.3333333,0.462506495,0.486853188,254.6297089,1112.001611,0.02488148,0.075312944,0.291747801,0.204560678,0.234542479,0.401076948,21,18,0.052380952,5110,11,0.349056645,0.154103337,5.081320326,15.55523782,0.429043188,0.177861316,0.004109589,0.001956947,0.476190476,0.237777513,0.259304358,0.144457531,0.090854093,0.000195695,0.058708415,0.062035225,0.413992172,0.999804305,0,0.114481409,0.397064579,0.583757339,1,mahalanobis,chebyshev
0.036430267,0.047696049,1.650247249,0.780940759,0.04290429,0.719409455,0.29334057,0.135194569,0.11014221,0.009387704,0.009945283,0.084384306,0.084939916,23.30769231,0.413158656,0.311290474,0.222068132,1.677239836,0.158535755,0.225551706,0.409537116,0.218987545,0.376657672,0.30224016,13,3,0.012820513,303,7,0.269378898,0.113155901,0.403474483,0.866410874,0.22467448,0.198088967,0.04290429,0.0330033,0.769230769,0.386730281,0.272234314,0.084384306,0.069280479,0.01320132,0.155115512,0.168316832,0.321782178,0.851485149,0.03630363,0.267326733,0.349834983,0.501650165,0.848184818,manhattan,chebyshev
0.034959315,0.171581683,0.688917148,0.903644485,0.00015635,0.274208856,0.29334057,0.061656743,0.104737436,0.005863671,0.014575854,0.094023852,0.130256247,6395.9,0.126856841,0.326556961,11.59298766,19.48160464,0.002599447,0.012864364,0.274085597,0.314011625,0.228916534,0.416058353,50,46,0.009795918,319795,44,0.286253354,0.111038096,2.029858798,3.058629724,0.462127523,0.129807738,0.00015635,8.76E-05,0.56,0.237176416,0.384516164,0.094023852,0.068069474,0.003971294,0.014861865,0.03688144,0.475273222,0.991997999,0,0.083916259,0.317406464,0.849125221,1,manhattan,euclidean
0.058874274,0.206510814,1.535321026,0.783286012,0.053511706,0.421231195,0.322741371,0.117936923,0.202727179,0.020966569,0.048453087,0.154378248,0.235524761,18.6875,0.685627636,0.424096567,2.657545585,8.960667919,0.045198591,0.080403862,0.42995503,0.191234518,0.424784409,0.442376749,16,10,0.041666667,299,5,0.356780355,0.169975766,0.638031494,1.616439643,0.319764131,0.238370715,0.053511706,0.02006689,0.375,0.424073614,0.245771508,0.154378248,0.105774107,0.046822742,0.159698997,0.180602007,0.367892977,0.678929766,0,0.2909699,0.404682274,0.538461538,1,mahalanobis,chebyshev
0.019343293,0.032483421,0.80732786,0.612910563,0.224080268,0.334574399,0.29334057,0.103218105,0.104663806,0.013770404,0.019733684,0.129301608,0.212366905,4.462686567,0.317915932,0.454933562,11.41293329,40.57586995,0.009183285,0.035025803,0.279150451,0.229995182,0.230208134,0.39788761,67,58,0.010402533,299,46,0.336715514,0.127143807,1.998802311,2.986552755,0.436278221,0.159600786,0.224080268,0.113712375,0.507462687,0.220593196,0.30252567,0.129301608,0.079471181,0.003344482,0.148829431,0.260869565,0.75,1,0,0.287625418,0.47826087,0.688963211,1,mahalanobis,chebyshev
0.082772304,0.113792792,4.700437456,3.76E-06,0.000447002,0.826488781,0.322741371,0.432233346,0.27837447,0.006322681,0.004945465,0.015238199,0.024372444,2237.125,0.085893365,0.053215555,10.16720623,9.984230144,0.059023107,0.037664093,0.222223143,0.171008773,0.202690101,0.192610789,8,0,0.392857143,17897,8,0.119314039,0.033846025,2.040193756,2.187405871,1.44E-05,2.67E-05,0.000447002,0.000279376,0.625,0.204222866,0.190180442,0.015238199,0.009248384,0.038104816,0.038440049,0.038440049,0.038495921,0.038775282,0.005028495,0.073360152,0.074198234,0.07615376,0.077271203,manhattan,manhattan
0.082010334,0.08000487,2.321928095,0.210034541,0.007692308,0.805666546,0.322741371,0.214537576,0.162324679,0.012652002,0.012319165,0.066009149,0.086770078,130,0.580681818,0.144850182,-1.28361113,63.76576353,0.384970568,0.057791994,0.598793706,0.111192108,0.680681818,0.147461689,1,0,0.159993069,130,0,0.308670632,0.051043989,-0.342344047,1.816235929,0.001245847,0.038198702,0.007692308,0.007692308,1,0.630142774,0.128952484,0.095277559,0.026841325,0.2,0.2,0.2,0.2,0.2,0.060571031,0.235041475,0.322364997,0.4184189,0.591460275,euclidean,euclidean
8.25E-05,0.000104572,0.340389301,0.802687126,0.027672159,0.268831521,0.29334057,0.025431335,0.076389091,0.001425629,0.009391345,0.029096773,0.120869017,36.13740458,0.057062651,0.226083971,319.8086218,740.9684455,0.001572836,0.015054601,0.126866764,0.281972706,0.118065391,0.320690942,131,121,0.005754551,4734,124,0.128044075,0.113133511,11.95745777,13.13393819,0.464245981,0.125407605,0.027672159,0.012251796,0.442748092,0.119093006,0.310914535,0.029096773,0.052825895,0.000211238,0.017321504,0.062526405,0.98722011,1,0,0.067173638,0.288973384,0.933460076,1,euclidean,manhattan
0.209222434,0.119950196,2.279010448,0.057426419,0.026666667,0.725482447,0.366811978,0.589815721,0.341914693,0.043182244,0.032635153,0.069023779,0.109630944,37.5,0.446916196,0.197824028,-0.795373997,0.758357819,0.297314001,0.114064807,0.448304692,0.017593727,0.475282486,0.073124203,4,0,0.5,150,1,0.256930154,0.063357973,0.066034176,0.298863937,0.028714777,0.011032357,0.026666667,0.013333333,0.5,0.447246417,0.029103317,0.069023779,0.031779582,0.08,0.171666667,0.2,0.22,0.333333333,0.113333333,0.261666667,0.32,0.373333333,0.5,mahalanobis,chebyshev
0.11504194,0.230971947,2.291120395,2.236000451,3.41E-05,0.831438689,0.29334057,0.135054003,0.21049517,0.021216296,0.042965083,0.131391525,0.199507951,29316.07692,0.541748567,0.437593478,39.00481332,128.252503,0.086762003,0.138221394,0.431733426,0.262876206,0.396286356,0.430512259,13,8,0.08974359,381109,5,0.324116105,0.168923943,-0.997089981,6.351723153,0.311070485,0.248777905,3.41E-05,1.84E-05,0.538461538,0.419546276,0.29339459,0.131391525,0.101298588,0.001180765,0.013763123,0.013893663,0.017347399,1,0,0.027178576,0.030530636,0.058769932,1,manhattan,chebyshev
0.09509672,0.07818956,2.384059189,0.724338734,0.021680217,0.340004444,0.322741371,0.307004669,0.302475322,0.007874216,0.013595647,0.039087329,0.063024058,46.125,0.159706887,0.25907083,37.9684106,38.86450067,0.085521362,0.124733352,0.152895165,0.167671999,0.124313907,0.205016805,8,0,0.25,369,7,0.167098254,0.112962711,4.366750461,3.503014418,0.031330306,0.036639969,0.021680217,0.010840108,0.5,0.117522318,0.176975534,0.039087329,0.04527786,0.035230352,0.127371274,0.140921409,0.151761518,0.829268293,0.037940379,0.208672087,0.246612466,0.298102981,0.821138211,manhattan,manhattan
0.164391259,0.181774697,1.835148734,0.747422812,0.648275862,0.805541742,0.322741371,0.214537576,0.162324679,0.009833642,0.010223287,0.030612218,0.139314424,1.542553191,0.156491642,0.117230015,11.13479768,14.50774269,0.097073475,0.100607603,0.140261822,0.11138876,0.093207074,0.127540776,94,2,0.369023107,145,81,0.160821408,0.069280259,2.443642004,1.821455463,0.126493825,0.280909998,0.648275862,0.110344828,0.170212766,0.104458647,0.121319433,0.030612218,0.022280972,0.006896552,0.193103448,0.2,0.203448276,1,0,0.275862069,0.337931034,0.4,0.993103448,euclidean,manhattan
0.363109645,0.219139565,2.069567086,0.746561497,0.085152838,0.502018704,0.322741371,0.577069482,0.310652306,0.011691809,0.007496362,0.028429221,0.090649701,11.74358974,0.121423839,0.130563298,18.61885818,25.02090034,0.031985084,0.049574817,0.157888426,0.207641202,0.114838694,0.26728862,39,0,0.561403509,458,36,0.155133329,0.066915492,3.080854884,2.21410585,0.033981275,0.045593217,0.085152838,0.019650655,0.230769231,0.126048587,0.239318705,0.028429221,0.026409589,0.021834061,0.131004367,0.141921397,0.156659389,0.930131004,0,0.211244541,0.26419214,0.329694323,0.973799127,manhattan,manhattan
0.010196955,0.041219584,3.816334881,1.349777988,8.91E-05,0.620091294,0.29334057,0.10291623,0.165226872,0.003136723,0.00544034,0.029350793,0.027860952,11228.82353,0.246206717,0.074708985,0.606472214,3.127931187,0.173359325,0.079513286,0.488404423,0.177277648,0.482221898,0.20009546,17,0,0.029411765,190890,14,0.167758974,0.035821808,-0.104649215,0.878800098,0.057326954,0.041539304,8.91E-05,6.29E-05,0.705882353,0.486042941,0.190810725,0.029350793,0.010464933,0.003902771,0.017544135,0.017544135,0.02773325,0.386259102,0.008381791,0.034449159,0.038375504,0.12685709,0.522756561,mahalanobis,euclidean
0.014099661,0.089291199,1.824013173,1.453542777,0.003970588,0.013577213,0.006094589,0.034591998,0.135946178,0.004430973,0.023303817,0.102436543,0.147539276,251.8518519,0.290722916,0.404797859,6.229579242,12.1639894,0.048717877,0.093579855,0.367296979,0.28002787,0.36388942,0.419205695,27,16,0.022792023,6800,18,0.287717212,0.142868206,1.038429015,2.012780344,0.297524472,0.248769017,0.003970588,0.001764706,0.444444444,0.357882924,0.365001404,0.102436543,0.081342944,0.005441176,0.054852941,0.055588235,0.064044118,0.933676471,0,0.103676471,0.108235294,0.358602941,1,mahalanobis,chebyshev
0.100739919,0.18692068,0.669833001,0.633261437,0.121693122,0.565006545,0.322741371,0.114139335,0.155202959,0.015098407,0.029193651,0.124242896,0.180683655,8.217391304,0.321838132,0.462198079,21.02125204,52.07574728,0.013626074,0.046335763,0.330044843,0.292952799,0.32745648,0.461037127,23,21,0.027667984,189,16,0.322912304,0.144493221,2.277890323,4.281178531,0.456034921,0.136920616,0.121693122,0.052910053,0.434782609,0.302100343,0.365549406,0.124242896,0.088762301,0.005291005,0.164021164,0.391534392,0.841269841,1,0,0.317460317,0.502645503,0.687830688,1,manhattan,chebyshev
0.09477773,0.079982196,2.462316018,0.87151601,0.00591716,0.478520856,0.306212858,0.281134871,0.209304128,0.015551638,0.01272224,0.052548376,0.054545796,169,0.208474824,0.179828344,1.676528764,3.498282086,0.142238802,0.105718547,0.417198803,0.246912535,0.396129213,0.320041126,6,0,0.066666667,1014,5,0.221068538,0.066426595,0.508342446,1.159663575,0.058590645,0.036206234,0.00591716,0.004930966,0.833333333,0.374690776,0.298193898,0.052548376,0.024854234,0.009861933,0.086291913,0.107495069,0.141025641,0.792899408,0.022682446,0.160749507,0.203155819,0.276134122,0.840236686,euclidean,manhattan
0.277483759,0.170067999,2.103681093,0.365778595,0.242236025,0.562890286,0.322741371,0.518648695,0.310288806,0.015509863,0.008472218,0.037288601,0.112995607,4.128205128,0.150948706,0.121217996,8.709294304,5.72226762,0.07649025,0.084388487,0.176160653,0.159394618,0.127828059,0.206614391,39,0,0.524966262,161,35,0.185989043,0.052608383,2.447211458,1.321688918,0.024017411,0.028558774,0.242236025,0.062111801,0.256410256,0.137599069,0.191294798,0.037288601,0.024305262,0.037267081,0.186335404,0.198757764,0.211180124,0.689440994,0,0.273291925,0.335403727,0.391304348,0.875776398,euclidean,manhattan
0.054818403,0.136958403,0.595447827,0.763839135,0.0575,0.160422291,0.946486747,0.181706041,0.169068868,0.003454194,0.005594312,0.055710024,0.073807449,17.39130435,0.165314232,0.306224033,47.88925855,89.40182852,0.033641445,0.093616095,0.306669296,0.339758664,0.254458024,0.388771281,23,14,0.015810277,400,18,0.200164601,0.127887664,2.574270568,6.620402867,0.430225179,0.18847044,0.0575,0.0325,0.565217391,0.278586038,0.364685236,0.055710024,0.066754369,0.0025,0.115,0.2325,0.92375,1,0,0.2175,0.475,0.796875,0.9975,euclidean,chebyshev
0.084624092,0.201704104,3.169915345,6.28E-06,0.01,0.716148353,0.29334057,0.337604994,0.280827598,0.008810772,0.007547943,0.025481438,0.03669067,100,0.214270453,0.02483575,0.011956304,0.279860448,0.156386358,0.015490966,0.514720707,0.039519226,0.519779732,0.056710995,10,0,0.311111111,1000,10,0.159272574,0.011239099,-0.068880351,0.284485198,0,0,0.01,0.005,0.5,0.517885709,0.04861448,0.025481438,0.003585269,0.11,0.111,0.111,0.111,0.112,0,0.191,0.199,0.207,0.224,euclidean,euclidean
0.078673461,0.100545121,2.806903584,0.000394074,0.250696379,-0.549441784,0.818861724,0.267481452,0.277613397,0.012972595,0.013772882,0.048168177,0.179656142,3.988888889,0.331910144,0.040653603,-0.7258052,0.192015438,0.245138958,0.029796042,0.527095925,0.034296325,0.533320798,0.042288178,90,0,0.195006242,359,10,0.218725806,0.018189964,-0.188368769,0.169718355,0.002214262,0.00041843,0.250696379,0.025069638,0.1,0.535743083,0.03910384,0.048168177,0.007896006,0.125,0.141666667,0.141666667,0.144444444,0.158333333,0,0.230555556,0.247222222,0.263888889,0.311111111,manhattan,manhattan
0.002121639,0.014989217,0.060510685,0.144384262,2.848591549,0.91457871,0.322741371,0.009542933,0.050555587,8.49E-05,0.000435047,0.007092525,0.019297235,0.35105068,0.00131124,0.035188043,241.0732734,78.34691205,4.18E-05,0.000842595,0.007512675,0.017668926,4.51E-05,0.000910834,809,807,0.002698601,284,808,0.073068705,0.04190059,15.18297448,3.415743469,0.497028974,0.024204946,2.848591549,0.838028169,0.294190358,0.00032044,0.005606819,0.007092525,0.014609228,0.003521127,0.003521127,0.167253521,0.996478873,0.996478873,0,0.007042254,0.36443662,0.992957746,1,manhattan,chebyshev
0.015676189,0.029385551,0.444116994,0.352006977,0.014401773,0.433029715,0.29334057,0.181706041,0.169068868,0.010957746,0.02017936,0.097377673,0.263718561,69.43589744,0.239316239,0.42850125,101.4588636,300.0014317,0,0,0.179487179,0.224357011,0.094017094,0.293107782,117,116,0.021514884,8124,88,0.268845047,0.15911126,5.816514208,8.37993318,0.504212477,0.046230707,0.014401773,0.004923683,0.341880342,0.124748463,0.248616689,0.097377673,0.088672912,0.000492368,0.070901034,0.511570655,0.930329887,1,0,0.23338257,0.5,0.766371246,1,mahalanobis,chebyshev
0.184506636,0.188540122,2.384393814,0.686682347,0.091811414,0.491661319,0.322741371,0.449058124,0.302925596,0.009922489,0.007108167,0.02651999,0.077124861,10.89189189,0.15686663,0.130439654,11.42059177,13.23300493,0.089733175,0.081721234,0.15923,0.144090198,0.122308331,0.172519147,37,1,0.456456456,403,36,0.154910496,0.050919584,2.500575464,1.540367307,0.039781408,0.083145244,0.091811414,0.027295285,0.297297297,0.127901388,0.165207168,0.02651999,0.020945725,0.039702233,0.131513648,0.143920596,0.158808933,0.947890819,0,0.218362283,0.258064516,0.297766749,0.928039702,manhattan,manhattan
0.152945341,0.317118969,3.775369483,1.153525045,0.005622623,0.810878516,0.29334057,0.181706041,0.169068868,0.004924331,0.009825126,0.034785794,0.072685439,177.8529412,0.23210612,0.200372037,10.2409741,16.89675022,0.156766702,0.135308094,0.313022046,0.24951568,0.301151636,0.270030047,34,0,0.11942959,6047,21,0.160444931,0.096525928,1.157981853,2.312447356,0.063070218,0.238358238,0.005622623,0.001653713,0.294117647,0.303309304,0.262818789,0.034785794,0.034386494,0.000165371,0.055234,0.055564743,0.056060857,1,0,0.102364809,0.105672234,0.109310402,0.999834629,mahalanobis,euclidean
0.069803187,0.091737141,3.286149078,0.312894898,0.014179104,0.451086465,0.29334057,0.441810308,0.266827183,0.011312373,0.008188632,0.025792255,0.061984956,70.52631579,0.197186736,0.07891223,2.853745553,2.875483124,0.127710057,0.062796587,0.263718329,0.173407415,0.231028056,0.195168014,19,0,0.403508772,1340,17,0.157038729,0.034553313,1.239709799,0.897868273,0.015067586,0.012283443,0.014179104,0.006716418,0.473684211,0.237346038,0.190465676,0.025792255,0.012005792,0.026865672,0.084328358,0.090298507,0.096268657,0.482089552,0.014179104,0.151492537,0.165671642,0.182835821,0.589552239,euclidean,manhattan
